,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
363,OBK,"Origin Bancorp, Inc.",963.74M,0.53%,13884,341.14M
364,PX,"P10, Inc.",946.18M,1.42%,104330,237.01M
365,SII,Sprott Inc.,939.57M,0.94%,10820,169.02M
366,BY,"Byline Bancorp, Inc.",937.28M,-0.38%,9055,355.28M
367,OCFC,OceanFirst Financial Corp.,903.17M,-0.42%,25794,385.68M
368,BITF,Bitfarms Ltd.,892.19M,-10.49%,16072703,146.37M
369,LC,LendingClub Corporation,891.02M,-,168879,864.62M
370,BRKL,"Brookline Bancorp, Inc.",880.06M,-0.76%,41039,333.44M
371,BSIG,BrightSphere Investment Group Inc.,877.25M,-0.87%,18872,426.60M
372,SBSI,"Southside Bancshares, Inc.",872.57M,-0.45%,10668,241.71M
373,GHLD,Guild Holdings Company,863.30M,-0.92%,2071,732.26M
374,LPRO,Open Lending Corporation,861.86M,0.14%,72126,117.46M
375,LDI,"loanDepot, Inc.",858.29M,-1.13%,87912,915.05M
376,SLRC,SLR Investment Corp.,853.78M,0.80%,89661,229.31M
377,MTAL,Metals Acquisition Corp,850.98M,-3.59%,1539,302.46M
378,BFC,Bank First Corporation,845.83M,-0.30%,3962,186.91M
379,HG,"Hamilton Insurance Group, Ltd.",839.98M,-0.49%,22615,1.57B
380,AMTB,Amerant Bancorp Inc.,832.36M,-1.08%,13094,352.68M
381,CGBD,"Carlyle Secured Lending, Inc.",826.94M,0.37%,56072,241.63M
382,BRDG,Bridge Investment Group Holdings Inc.,826.89M,-2.05%,84546,259.81M
383,FBMS,"The First Bancshares, Inc.",811.93M,-0.42%,17288,281.53M
384,LBAI,"Lakeland Bancorp, Inc.",806.44M,-0.08%,16140,293.77M
385,WRLD,World Acceptance Corporation,797.85M,0.02%,12280,575.18M
386,CFFN,"Capitol Federal Financial, Inc.",787.69M,-0.85%,68704,-41.97M
387,ABL,"Abacus Life, Inc.",784.27M,-0.18%,470,66.37M
388,ECC,Eagle Point Credit Company Inc.,774.10M,-0.45%,118302,122.65M
389,GRNT,"Granite Ridge Resources, Inc",771.75M,-0.76%,54950,394.07M
390,ALTI,"AlTi Global, Inc.",758.36M,2.69%,16636,183.89M
391,CNOB,"ConnectOne Bancorp, Inc.",753.49M,0.54%,27037,260.91M
392,FMBH,"First Mid Bancshares, Inc.",740.34M,-0.71%,1908,274.15M
393,CTBI,"Community Trust Bancorp, Inc.",736.87M,0.32%,4627,223.96M
394,PFC,Premier Financial Corp.,732.82M,-0.39%,11098,302.71M
395,AMAL,Amalgamated Financial Corp.,732.23M,-0.13%,16252,275.98M
396,DCOM,"Dime Community Bancshares, Inc.",723.74M,-1.53%,17189,350.01M
397,TMP,Tompkins Financial Corporation,723.33M,0.24%,5129,215.42M
398,AC,"Associated Capital Group, Inc.",720.22M,-0.54%,632,14.59M
399,RILY,"B. Riley Financial, Inc.",711.05M,-7.23%,456922,1.79B
400,EGBN,"Eagle Bancorp, Inc.",708.72M,-1.44%,50183,280.81M
401,HUT,Hut 8 Mining Corp.,705.48M,-4.67%,1861676,116.50M
402,PFLT,PennantPark Floating Rate Capital Ltd.,701.94M,-,253014,145.97M
403,AMBC,"Ambac Financial Group, Inc.",695.11M,-0.20%,29896,269.00M
404,NOAH,Noah Holdings Limited,693.16M,2.16%,31412,464.55M
405,GHIX,"Gores Holdings IX, Inc.",691.03M,-,6,-
406,TRIN,Trinity Capital Inc.,689.59M,0.57%,111518,181.86M
407,HFWA,Heritage Financial Corporation,669.50M,0.10%,13545,239.54M
408,ROOT,"Root, Inc.",668.24M,-5.55%,258914,455.00M
409,AMRK,"A-Mark Precious Metals, Inc.",651.58M,1.75%,31513,10.00B
410,TIGR,UP Fintech Holding Limited,644.73M,6.66%,836080,228.23M
411,CFB,"CrossFirst Bankshares, Inc.",642.97M,0.61%,19169,231.02M
412,AACT,Ares Acquisition Corporation II,639.44M,-0.09%,10108,-
413,PRA,ProAssurance Corporation,639.17M,-1.36%,20303,1.14B
414,CCAP,"Crescent Capital BDC, Inc.",629.67M,-0.23%,11747,184.13M
415,TIPT,Tiptree Inc.,621.26M,-1.45%,2919,1.65B
416,FCBC,"First Community Bankshares, Inc.",618.54M,-0.61%,1609,157.15M
417,GSBC,"Great Southern Bancorp, Inc.",618.43M,-0.32%,7857,235.16M
418,MCBS,"MetroCity Bankshares, Inc.",617.05M,-1.96%,19394,121.75M
419,OSBC,"Old Second Bancorp, Inc.",615.12M,0.11%,16514,269.61M
420,HBT,"HBT Financial, Inc.",614.83M,-,394,219.55M
421,VINP,Vinci Partners Investments Ltd.,610.39M,2.11%,32942,93.31M
422,TCPC,BlackRock TCP Capital Corp.,607.71M,1.62%,165942,209.33M
423,FDUS,Fidus Investment Corporation,602.20M,-0.56%,152111,130.11M
424,MBWM,Mercantile Bank Corporation,600.02M,-0.48%,8367,217.99M
425,UVSP,Univest Financial Corporation,597.07M,0.10%,14791,286.05M
426,CION,CION Investment Corporation,596.21M,0.05%,63290,246.51M
427,NBBK,"NB Bancorp, Inc.",589.77M,0.40%,17025,-
428,SAGA,Sagaliam Acquisition Corp.,586.89M,-,7,-
429,UVE,"Universal Insurance Holdings, Inc.",586.84M,-2.91%,33617,1.39B
430,EZPW,"EZCORP, Inc.",584.63M,-0.99%,75780,1.08B
431,IGIC,International General Insurance Holdings Ltd.,581.78M,-0.28%,3290,446.20M
432,UFCS,"United Fire Group, Inc.",571.77M,-2.06%,12510,1.10B
433,BFST,"Business First Bancshares, Inc.",569.76M,-0.24%,1841,247.29M
434,APLD,Applied Digital Corporation,560.19M,-1.96%,976967,114.65M
435,IREN,Iris Energy Limited,556.58M,1.68%,4430043,85.48M
436,HBNC,"Horizon Bancorp, Inc.",551.77M,-0.96%,25288,220.44M
437,VEL,"Velocity Financial, Inc.",549.84M,0.90%,3192,152.00M
438,TREE,"LendingTree, Inc.",542.91M,-2.23%,89049,672.50M
439,PSBD,Palmer Square Capital BDC Inc.,535.82M,1.29%,9143,112.22M
440,QD,Qudian Inc.,535.26M,1.89%,648828,30.62M
441,TRST,TrustCo Bank Corp NY,530.78M,-0.23%,6586,201.09M
442,MSBI,"Midland States Bancorp, Inc.",527.92M,-0.86%,2985,281.48M
443,HTBK,Heritage Commerce Corp,525.86M,-0.58%,24466,201.52M
444,CPF,Central Pacific Financial Corp.,524.13M,0.46%,21285,240.97M
445,SUPV,Grupo Supervielle S.A.,522.68M,-1.31%,157539,626.77M
446,IBCP,Independent Bank Corporation,513.39M,-0.24%,8228,200.80M
447,CATC,Cambridge Bancorp,512.23M,1.52%,2871,170.88M
448,GAIN,Gladstone Investment Corporation,504.62M,-0.14%,32450,83.52M
449,FMNB,Farmers National Banc Corp.,503.12M,-,6065,170.49M
450,AMNB,American National Bankshares Inc.,502.80M,-0.16%,1874,105.22M
451,CCB,Coastal Financial Corporation,501.44M,0.29%,8030,261.00M
452,SMBC,"Southern Missouri Bancorp, Inc.",499.16M,-0.05%,809,153.93M
453,EQBK,"Equity Bancshares, Inc.",493.24M,-0.19%,7531,138.02M
454,GCBC,"Greene County Bancorp, Inc.",486.12M,-,53,68.41M
455,WULF,TeraWulf Inc.,484.24M,-4.73%,6855893,55.51M
456,CCBG,"Capital City Bank Group, Inc.",480.65M,-0.34%,1796,216.36M
457,CAC,Camden National Corporation,479.51M,1.12%,2908,161.20M
458,HAFC,Hanmi Financial Corporation,477.31M,-0.63%,39320,251.11M
459,RWAY,Runway Growth Finance Corp.,468.29M,1.95%,279220,164.21M
460,HONE,"HarborOne Bancorp, Inc.",464.59M,-0.10%,20132,163.45M
461,ALCC,AltC Acquisition Corp.,463.76M,0.17%,9529,-
462,GDOT,Green Dot Corporation,462.79M,2.00%,112339,1.50B
463,FFWM,First Foundation Inc.,459.08M,-0.25%,26507,252.14M
464,DGICA,Donegal Group Inc.,455.98M,-0.55%,9125,927.34M
465,DGICB,Donegal Group Inc.,454.98M,-,4,927.34M
466,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",453.98M,-1.27%,18291,135.21M
467,WDH,Waterdrop Inc.,450.41M,-2.12%,158549,364.62M
468,ATLC,Atlanticus Holdings Corporation,449.36M,0.96%,1567,354.81M
469,GLAD,Gladstone Capital Corporation,447.92M,0.24%,60623,90.36M
470,BETR,Better Home & Finance Holding Company,446.35M,-1.46%,123513,450.55M
471,WASH,"Washington Trust Bancorp, Inc.",445.59M,0.19%,8134,190.04M
472,THFF,First Financial Corporation,444.67M,0.03%,4775,205.83M
473,HTBI,"HomeTrust Bancshares, Inc.",443.89M,0.51%,1781,183.36M
474,MCB,Metropolitan Bank Holding Corp.,442.50M,-0.65%,12440,238.46M
475,PNNT,PennantPark Investment Corporation,442.22M,0.29%,103848,149.74M
476,ANSC,Agriculture & Natural Solutions Acquisition Corporation,438.04M,-0.02%,6,-
477,ALRS,Alerus Financial Corporation,436.52M,1.13%,3201,166.01M
478,ACIC,American Coastal Insurance Corporation,435.80M,0.50%,53307,341.80M
479,HIPO,Hippo Holdings Inc.,435.41M,3.15%,51050,209.70M
480,SLAM,Slam Corp.,434.43M,-,3,-
481,YRD,Yiren Digital Ltd.,431.55M,2.67%,24140,647.79M
482,DHIL,"Diamond Hill Investment Group, Inc.",430.89M,0.50%,1781,136.72M
483,PGC,Peapack-Gladstone Financial Corporation,430.19M,0.04%,10878,229.26M
484,GLRE,"Greenlight Capital Re, Ltd.",427.17M,-0.46%,9665,667.08M
485,SPFI,"South Plains Financial, Inc.",424.38M,-0.85%,1090,219.41M
486,AROW,Arrow Financial Corporation,421.87M,0.30%,2615,134.33M
487,CCNE,CNB Financial Corporation,420.54M,0.17%,1594,217.17M
488,NBN,Northeast Bank,416.70M,-0.75%,1989,142.81M
489,GFR,Greenfire Resources Ltd,415.97M,-2.52%,101,-
490,FSBC,Five Star Bancorp,413.18M,-1.47%,585,114.39M
491,BHRB,Burke & Herbert Bank & Trust Company,413.04M,-0.23%,479,-
492,ESQ,"Esquire Financial Holdings, Inc.",411.57M,-0.60%,1490,105.34M
493,KRNY,Kearny Financial Corp.,410.46M,-0.63%,36309,148.37M
494,OPY,Oppenheimer Holdings Inc.,408.55M,-0.23%,19870,1.25B
495,GBLI,"Global Indemnity Group, LLC",400.86M,-,36,574.50M
496,CSTR,"CapStar Financial Holdings, Inc.",400.27M,-0.10%,8132,113.72M
497,NETD,Nabors Energy Transition Corp. II,398.41M,-,110,-
498,CRD.B,Crawford & Company,396.12M,-4.87%,7624,1.32B
499,CRD.A,Crawford & Company,396.12M,-5.13%,98124,1.32B
500,HRZN,Horizon Technology Finance Corporation,392.76M,0.43%,123191,113.48M
501,LCAA,L Catterton Asia Acquisition Corp,391.06M,2.43%,107534,-
502,SMMF,"Summit Financial Group, Inc.",389.85M,0.94%,566,157.82M
503,VALU,"Value Line, Inc.",388.20M,-,68,39.04M
504,HCVI,Hennessy Capital Investment Corp. VI,386.86M,-,44,-
505,GHI,Greystone Housing Impact Investors LP,382.61M,0.54%,6360,104.90M
506,BHB,Bar Harbor Bankshares,381.88M,0.58%,4369,154.14M
507,SHBI,"Shore Bancshares, Inc.",375.73M,0.18%,11099,121.69M
508,HIFS,Hingham Institution for Savings,375.48M,-0.34%,3790,161.23M
509,TPVG,TriplePoint Venture Growth BDC Corp.,369.81M,1.32%,221146,137.49M
510,FFIC,Flushing Financial Corporation,366.02M,1.50%,25058,185.29M
511,SMBK,"SmartFinancial, Inc.",359.49M,-0.98%,420,155.80M
512,RRAC,Rigel Resource Acquisition Corp.,356.94M,-,4208,-
513,JRVR,"James River Group Holdings, Ltd.",354.38M,-13.60%,306351,812.01M
514,RRBI,"Red River Bancshares, Inc.",352.67M,-,85,108.13M
515,MOFG,"MidWestOne Financial Group, Inc.",352.34M,0.51%,2064,156.75M
516,GNTY,"Guaranty Bancshares, Inc.",348.53M,-1.62%,947,121.56M
517,MCBC,Macatawa Bank Corporation,340.87M,-0.20%,4658,105.34M
518,SVII,Spring Valley Acquisition Corp. II,335.19M,-0.27%,308,-
519,MPB,"Mid Penn Bancorp, Inc.",334.29M,0.74%,450,166.56M
520,FRBA,First Bank,330.58M,0.30%,3637,125.94M
521,RBB,RBB Bancorp,328.82M,-2.89%,1450,136.91M
522,IPXX,Inflection Point Acquisition Corp. II,326.56M,-,1190,-
523,MBI,MBIA Inc.,325.42M,-0.47%,73375,7.00M
524,SAR,Saratoga Investment Corp.,325.09M,0.80%,75804,138.80M
525,BWB,"Bridgewater Bancshares, Inc.",324.48M,0.17%,11705,111.84M
526,EBTC,"Enterprise Bancorp, Inc.",319.20M,-0.23%,1569,161.44M
527,HIVE,HIVE Blockchain Technologies Ltd.,318.69M,-4.08%,1164090,95.81M
528,RENE,Cartesian Growth Corporation II,318.12M,-,24,-
529,TYG,Tortoise Energy Infrastructure Corporation,316.70M,0.41%,9479,176.85M
530,SCM,Stellus Capital Investment Corporation,313.39M,-0.04%,19749,105.85M
531,IVCB,Investcorp Europe Acquisition Corp I,307.81M,0.54%,217310,-
532,SLQT,"SelectQuote, Inc.",307.57M,0.55%,63526,1.16B
533,HYAC,Haymaker Acquisition Corp. III,306.70M,0.55%,361,-
534,FRST,Primis Financial Corp.,302.99M,-0.08%,6646,133.22M
535,ACNB,ACNB Corporation,301.73M,-,301,113.47M
536,JWSM,Jaws Mustang Acquisition Corporation,301.72M,-0.72%,5890,-
537,CARE,"Carter Bankshares, Inc.",300.27M,0.15%,4810,-
538,WTBA,"West Bancorporation, Inc.",298.04M,-0.39%,340,78.40M
539,ITIC,Investors Title Company,297.30M,-,34,236.56M
540,FISI,"Financial Institutions, Inc.",296.12M,-1.74%,5763,198.27M
541,NODK,"NI Holdings, Inc.",293.00M,-0.21%,2975,364.61M
542,WHF,"WhiteHorse Finance, Inc.",292.17M,0.40%,5971,103.26M
543,LX,LexinFintech Holdings Ltd.,291.16M,5.93%,437390,1.73B
544,GOCO,"GoHealth, Inc.",291.05M,-0.31%,626,527.35M
545,FDBC,"Fidelity D & D Bancorp, Inc.",290.49M,-1.51%,124,80.94M
546,PFIS,Peoples Financial Services Corp.,290.32M,0.27%,268,106.23M
547,BCAL,Southern California Bancorp,290.11M,0.13%,3554,-
548,HBCP,"Home Bancorp, Inc.",289.78M,-0.99%,1319,132.99M
549,FBIZ,"First Business Financial Services, Inc.",289.23M,0.34%,274,135.71M
550,ASA,ASA Gold and Precious Metals Limited,289.16M,0.33%,44903,-5.60M
551,FMAO,"Farmers & Merchants Bancorp, Inc.",289.14M,-0.99%,577,95.69M
552,HMST,"HomeStreet, Inc.",288.52M,1.01%,30729,209.12M
553,NEWT,Newtek Business Services Corp.,285.30M,1.47%,22599,166.20M
554,BSRR,Sierra Bancorp,284.34M,0.55%,1112,137.27M
555,ORRF,"Orrstown Financial Services, Inc.",283.35M,0.34%,2809,129.91M
556,CBNK,"Capital Bancorp, Inc.",283.18M,-,79,157.23M
557,UNTY,"Unity Bancorp, Inc.",281.41M,-1.84%,847,99.97M
558,TRTL,TortoiseEcofin Acquisition Corp. III,278.31M,-,35,-
559,FANH,Fanhua Inc.,275.18M,7.04%,17950,462.50M
560,VBNK,VersaBank,274.70M,-3.31%,9452,83.26M
561,BMRC,Bank of Marin Bancorp,274.53M,0.35%,9220,121.79M
562,LNKB,"LINKBANCORP, Inc.",272.59M,0.07%,1965,34.25M
563,SFST,"Southern First Bancshares, Inc.",272.17M,-0.66%,4029,86.25M
564,BKCC,BlackRock Capital Investment Corporation,271.42M,0.27%,49540,80.36M
565,NRIM,"Northrim BanCorp, Inc.",271.01M,-0.97%,1341,125.79M
566,TCBX,"Third Coast Bancshares, Inc.",270.92M,-0.85%,3461,141.41M
567,MVBF,MVB Financial Corp.,270.72M,-1.27%,325,144.35M
568,INBK,First Internet Bancorp,270.48M,1.41%,5633,86.13M
569,CZNC,Citizens & Northern Corporation,269.96M,-0.23%,2617,106.45M
570,PRLH,Pearl Holdings Acquisition Corp,268.75M,-0.65%,102,-
571,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",268.16M,-,200,75.55M
572,EMLD,FTAC Emerald Acquisition Corp.,264.57M,-,30,-
573,BTBT,"Bit Digital, Inc.",264.05M,1.62%,2994524,36.64M
574,BSVN,Bank7 Corp.,258.09M,-3.21%,581,77.57M
575,FNLC,"The First Bancorp, Inc.",256.81M,-0.35%,310,79.46M
576,PLAO,Patria Latin American Opportunity Acquisition Corp.,255.05M,-0.09%,1,-
577,OBT,"Orange County Bancorp, Inc.",254.37M,0.64%,1906,93.42M
578,JMSB,"John Marshall Bancorp, Inc.",253.97M,-1.39%,199,43.41M
579,FSBW,"FS Bancorp, Inc.",251.35M,0.31%,448,135.92M
580,CLBR,Colombier Acquisition Corp.,250.15M,-,125,-
581,FLIC,The First of Long Island Corporation,248.05M,1.41%,46323,93.53M
582,PBFS,"Pioneer Bancorp, Inc.",245.23M,-,48,78.37M
583,PLMJ,Plum Acquisition Corp. III,244.80M,-,7,-
584,WSBF,"Waterstone Financial, Inc.",239.43M,-1.93%,5699,130.74M
585,HLXB,Helix Acquisition Corp. II,236.88M,0.78%,2191,-
586,BCML,BayCom Corp,234.61M,0.89%,836,110.29M
587,CIVB,"Civista Bancshares, Inc.",232.21M,-0.30%,693,163.55M
588,RM,Regional Management Corp.,231.47M,3.88%,12062,551.40M
589,CNDA,Concord Acquisition Corp II,228.95M,-0.76%,134,-
590,CVCY,Central Valley Community Bancorp,227.73M,0.88%,12032,89.05M
591,LEGT,Legato Merger Corp. III,227.10M,-,1000,-
592,PCB,PCB Bancorp,226.03M,0.32%,328,102.10M
593,BLFY,Blue Foundry Bancorp,222.31M,0.33%,1207,48.15M
594,CVLY,"Codorus Valley Bancorp, Inc.",221.50M,0.37%,443,96.61M
595,CONX,CONX Corp.,221.43M,-2.15%,1720,-
596,SSBK,"Southern States Bancshares, Inc.",220.15M,-,117,85.50M
597,NECB,"Northeast Community Bancorp, Inc.",219.25M,-1.55%,94919,94.86M
598,USCB,"USCB Financial Holdings, Inc.",218.27M,1.35%,241,65.24M
599,SBXC,SilverBox Corp III,217.14M,-0.43%,6520,-
600,FVCB,"FVCBankcorp, Inc.",216.71M,0.66%,112,53.24M
601,TSBK,"Timberland Bancorp, Inc.",216.07M,0.94%,478,75.91M
602,NWFL,Norwood Financial Corp.,215.81M,-1.54%,310,72.20M
603,PDLB,"Ponce Financial Group, Inc.",213.12M,-0.56%,411,59.62M
604,HRTG,"Heritage Insurance Holdings, Inc.",212.89M,2.44%,68746,723.12M
605,PHYT,Pyrophyte Acquisition Corp.,211.49M,-0.09%,102,-
606,CFFS,CF Acquisition Corp. VII,209.00M,-,160,-
607,SWKH,SWK Holdings Corporation,204.30M,-,39,37.67M
608,PKBK,"Parke Bancorp, Inc.",203.93M,-0.53%,2033,75.38M
609,CALB,California BanCorp,202.84M,1.16%,387,81.12M
610,PLBC,Plumas Bancorp,202.76M,-,138,77.07M
611,NFYS,Enphys Acquisition Corp.,202.54M,-,231,-
612,XYF,X Financial,202.23M,-1.19%,15024,629.69M
613,OVLY,Oak Valley Bancorp,201.69M,-,162,85.01M
614,CZFS,"Citizens Financial Services, Inc.",201.67M,2.70%,844,86.34M
615,CHMG,Chemung Financial Corporation,201.57M,-0.83%,984,99.48M
616,BWFG,"Bankwell Financial Group, Inc.",200.61M,0.16%,1810,97.18M
617,NKSH,"National Bankshares, Inc.",200.39M,-1.03%,100,55.10M
618,COFS,"ChoiceOne Financial Services, Inc.",198.52M,0.80%,384,81.38M
619,SEDA,SDCL EDGE Acquisition Corporation,198.50M,0.09%,1000,-
620,KVAC,Keen Vision Acquisition Corporation,198.12M,-,95500,-
621,SEZL,Sezzle Inc.,197.85M,-5.01%,7070,159.36M
622,MCAA,Mountain & Co. I Acquisition Corp.,197.84M,-,2100,-
623,MNTN,Everest Consolidator Acquisition Corporation,196.52M,-0.40%,1,-
624,CBAN,"Colony Bankcorp, Inc.",195.14M,0.99%,4510,111.79M
625,MBCN,Middlefield Banc Corp.,194.53M,1.41%,684,68.96M
626,CRML,Critical Metals Corp.,192.98M,11.17%,10266,-
627,LCNB,LCNB Corp.,191.82M,0.03%,3456,72.49M
628,OCN,Ocwen Financial Corporation,191.80M,1.92%,764,1.07B
629,BPRN,Princeton Bancorp Inc,190.94M,-0.33%,750,83.99M
630,FFNW,"First Financial Northwest, Inc.",190.84M,-0.19%,236,46.32M
631,MFIN,Medallion Financial Corp.,189.98M,-2.78%,50006,161.60M
632,PEGR,Project Energy Reimagined Acquisition Corp.,187.84M,-0.09%,142,-
633,SNFCA,Security National Financial Corporation,187.75M,-0.31%,697,351.77M
634,XPDB,Power & Digital Infrastructure Acquisition II Corp.,185.08M,10.38%,353,-
635,VSTE,Vast Renewables Limited,184.26M,-1.75%,772,919.00K
636,EHTH,"eHealth, Inc.",184.05M,-1.18%,28601,452.87M
637,OXSQ,Oxford Square Capital Corp.,182.53M,0.86%,63561,51.41M
638,IVCA,Investcorp India Acquisition Corp,181.28M,-,106,-
639,ESSA,"ESSA Bancorp, Inc.",181.15M,0.89%,162,68.56M
640,WNEB,"Western New England Bancorp, Inc.",180.92M,-0.24%,2554,77.93M
641,PTMN,Portman Ridge Finance Corporation,179.97M,0.55%,5834,77.14M
642,TRIS,Tristar Acquisition I Corp.,178.59M,0.15%,1,-
643,CPSS,"Consumer Portfolio Services, Inc.",176.78M,1.02%,5737,343.06M
644,BCBP,"BCB Bancorp, Inc.",175.56M,0.38%,10227,102.05M
645,APCA,AP Acquisition Corp.,175.51M,0.27%,206,-
646,CFFI,C&F Financial Corporation,175.39M,-0.35%,143,119.05M
647,PVBC,"Provident Bancorp, Inc.",173.77M,-0.71%,724,71.12M
648,PMTS,CPI Card Group Inc.,171.24M,10.99%,21675,444.55M
649,EVE,EVe Mobility Acquisition Corp,169.92M,-,249,-
650,SKGR,SK Growth Opportunities Corporation,169.18M,-0.08%,27780,-
651,VERY,"Vericity, Inc.",168.68M,-0.26%,158,175.00M
652,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,168.16M,-0.19%,4,-
653,ATLO,Ames National Corporation,167.88M,1.98%,11070,53.05M
654,CAPT,Captivision Inc.,167.43M,-1.52%,23980,32.75M
655,GAQ,Generation Asia I Acquisition Limited,167.16M,-,1800,-
656,LCW,Learn CW Investment Corporation,165.81M,-,1,-
657,BRKH,Burtech Acquisition Corp.,165.27M,1.10%,109,-
658,APXI,APx Acquisition Corp. I,161.31M,-0.25%,2602,-
659,MRCC,Monroe Capital Corporation,161.20M,1.61%,36913,63.96M
660,EVBN,"Evans Bancorp, Inc.",160.97M,0.65%,1810,94.11M
661,SOC,Sable Offshore Corp.,160.84M,1.50%,3365,-
662,ALCY,Alchemy Investments Acquisition Corp 1,158.16M,-0.05%,1,-
663,VABK,Virginia National Bankshares Corporation,157.60M,-0.24%,627,63.42M
664,ISTR,Investar Holding Corporation,157.00M,-0.37%,161,83.06M
665,OPBK,OP Bancorp,156.90M,-,81,84.38M
666,KRNL,"Kernel Group Holdings, Inc.",152.58M,-1.10%,114,-
667,GSIW,Garden Stage Limited,152.50M,2.72%,1260,3.26M
668,PEBK,"Peoples Bancorp of North Carolina, Inc.",151.84M,-0.65%,718,76.07M
669,BFAC,Battery Future Acquisition Corp.,151.48M,-0.09%,20,-
670,ROSS,Ross Acquisition Corp II,150.87M,0.09%,2152,-
671,SAMG,Silvercrest Asset Management Group Inc.,150.81M,1.23%,2463,117.41M
672,FNWB,First Northwest Bancorp,150.81M,0.32%,571,76.03M
673,IFIN,InFinT Acquisition Corporation,150.56M,-0.04%,738,-
674,ESHA,ESH Acquisition Corp.,148.53M,-0.10%,163,-
675,MHLD,"Maiden Holdings, Ltd.",148.38M,-4.08%,5439,73.74M
676,BCSA,Blockchain Coinvestors Acquisition Corp. I,148.17M,0.09%,165,-
677,FUNC,First United Corporation,147.90M,0.18%,1249,75.75M
678,TLGY,TLGY Acquisition Corporation,147.15M,-,113,-
679,PWOD,"Penns Woods Bancorp, Inc.",147.10M,0.67%,2652,63.96M
680,CFBK,CF Bankshares Inc.,142.14M,0.74%,930,50.61M
681,VCXB,10X Capital Venture Acquisition Corp. III,142.10M,-0.09%,7,-
682,HWBK,"Hawthorn Bancshares, Inc.",141.91M,1.69%,8404,65.90M
683,WNNR,Andretti Acquisition Corp.,141.87M,-3.08%,1357,-
684,AHG,Akso Health Group,141.36M,-4.23%,4052,2.20M
685,MFH,Mercurity Fintech Holding Inc.,141.10M,7.49%,434,326.68K
686,FGBI,"First Guaranty Bancshares, Inc.",140.35M,-0.44%,250,95.22M
687,OFS,OFS Capital Corporation,140.14M,-0.81%,26444,56.94M
688,TWLV,Twelve Seas Investment Company II,139.60M,0.19%,67880,-
689,CNF,CNFinance Holdings Limited,139.22M,-2.12%,3455,81.00M
690,ALSA,Alpha Star Acquisition Corporation,138.39M,-,1,-
691,ISRL,Israel Acquisitions Corp,137.88M,0.19%,200,-
692,LGVC,LAMF Global Ventures Corp. I,136.79M,-,581,-
693,MNSB,"MainStreet Bancshares, Inc.",136.70M,-0.58%,3366,81.08M
694,ATEK,Athena Technology Acquisition Corp. II,136.57M,1.07%,24,-
695,MYFW,"First Western Financial, Inc.",136.44M,2.53%,125,95.99M
696,IRRX,Integrated Rail and Resources Acquisition Corp.,136.34M,-,210,-
697,CNDB,Concord Acquisition Corp III,135.09M,-,140,-
698,UNB,"Union Bankshares, Inc.",134.63M,-,67,48.79M
699,CWBC,Community West Bancshares,133.70M,0.90%,1036,49.29M
700,NNAG,99 Acquisition Group Inc.,133.13M,-,40115,-
701,BANX,ArrowMark Financial Corp.,132.79M,0.27%,923,-
702,VMCA,Valuence Merger Corp. I,132.71M,-1.41%,392,-
703,UBFO,United Security Bancshares,130.82M,-1.57%,7914,53.29M
704,FCCO,First Community Corporation,130.14M,0.79%,1433,59.21M
705,ZLS,Zalatoris II Acquisition Corp.,129.05M,-0.19%,6,-
706,RMBI,"Richmond Mutual Bancorporation, Inc.",128.90M,-1.13%,1692,43.45M
707,CZWI,"Citizens Community Bancorp, Inc.",127.78M,1.92%,32035,59.07M
708,RMGC,RMG Acquisition Corp. III,127.11M,-,61,-
709,FIAC,Focus Impact Acquisition Corp.,126.44M,-,290,-
710,ARRW,Arrowroot Acquisition Corp.,126.22M,0.46%,11002,-
711,FINW,FinWise Bancorp,125.69M,0.40%,767,66.03M
712,BFIN,BankFinancial Corporation,125.48M,0.79%,320,55.93M
713,DSAQ,Direct Selling Acquisition Corp.,125.14M,0.82%,397,-
714,GATE,Marblegate Acquisition Corp.,125.06M,-,2546,-
715,NPAB,New Providence Acquisition Corp. II,124.05M,0.09%,300002,-
716,PLMI,Plum Acquisition Corp. I,123.93M,-,7010,-
717,OPRT,Oportun Financial Corporation,123.91M,3.59%,21877,352.01M
718,KCGI,Kensington Capital Acquisition Corp. V,123.70M,-,28,-
719,EVGR,Evergreen Corporation,123.21M,-,364,-
720,FNCB,"FNCB Bancorp, Inc.",122.88M,-4.03%,7622,52.66M
721,PPYA,Papaya Growth Opportunity Corp. I,121.05M,-,928,-
722,ECBK,"ECB Bancorp, Inc.",120.79M,0.04%,51,24.85M
723,BOCN,Blue Ocean Acquisition Corp.,118.87M,0.18%,5,-
724,RCFA,RCF Acquisition Corp.,118.65M,0.36%,101,-
725,WMPN,William Penn Bancorporation,118.34M,0.73%,972,21.96M
726,ARBK,Argo Blockchain plc,117.59M,-3.24%,334262,-
727,HNVR,"Hanover Bancorp, Inc.",117.33M,-0.18%,1708,60.45M
728,IXAQ,IX Acquisition Corp.,115.80M,0.09%,7,-
729,FRAF,Franklin Financial Services Corporation,115.79M,-,10,66.13M
730,CIA,"Citizens, Inc.",115.46M,-0.21%,27190,241.09M
731,FSFG,"First Savings Financial Group, Inc.",115.40M,-,4355,80.32M
