,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
369,INFN,Infinera Corporation,1.07B,-0.43%,539684,1.65B
370,TUYA,Tuya Inc.,1.07B,2.45%,134256,229.99M
371,IE,Ivanhoe Electric Inc.,1.05B,1.66%,43186,3.90M
372,PUBM,"PubMatic, Inc.",1.04B,-0.94%,36893,267.01M
373,CRCT,"Cricut, Inc.",1.03B,-3.89%,113097,765.15M
374,ATEN,"A10 Networks, Inc.",1.01B,5.88%,346463,251.70M
375,HIMX,"Himax Technologies, Inc.",1.00B,1.04%,120282,945.43M
376,MODN,"Model N, Inc.",977.76M,0.24%,13227,253.80M
377,GDYN,"Grid Dynamics Holdings, Inc.",973.98M,-1.01%,39341,312.91M
378,RPAY,Repay Holdings Corporation,972.28M,-1.14%,80483,296.63M
379,NYAX,Nayax Ltd.,929.96M,0.10%,11878,235.49M
380,RSKD,Riskified Ltd.,917.77M,2.04%,195269,297.61M
381,OLO,Olo Inc.,905.00M,1.25%,165793,228.29M
382,CORZ,"Core Scientific, Inc.",901.10M,-1.12%,2291665,-
383,GB,Global Blue Group Holding AG,888.11M,3.48%,4138,448.71M
384,WALD,Waldencast plc,877.73M,-2.16%,4681,166.13M
385,NVTS,Navitas Semiconductor Corporation,869.38M,5.46%,2061491,79.46M
386,SSYS,Stratasys Ltd.,865.82M,0.32%,70900,627.60M
387,WEAV,"Weave Communications, Inc.",847.01M,-0.75%,25515,162.46M
388,YALA,Yalla Group Limited,843.69M,1.02%,100458,313.07M
389,TWKS,"Thoughtworks Holding, Inc.",839.11M,-0.77%,155571,1.13B
390,VMEO,"Vimeo, Inc.",831.82M,5.15%,1572306,417.21M
391,BTDR,Bitdeer Technologies Group,824.08M,-4.35%,1046853,-
392,KARO,Karooooo Ltd.,818.66M,-2.74%,424,215.12M
393,ML,MoneyLion Inc.,783.49M,-15.68%,226342,423.43M
394,WKME,WalkMe Ltd.,775.69M,-0.91%,5824,266.95M
395,RDWR,Radware Ltd.,772.48M,8.52%,224692,261.29M
396,BLND,"Blend Labs, Inc.",769.42M,-1.61%,333688,163.53M
397,YEXT,"Yext, Inc.",755.45M,1.07%,116529,405.11M
398,PSFE,Paysafe Limited,750.31M,1.40%,141977,1.60B
399,BELFB,Bel Fuse Inc.,746.56M,-1.35%,16081,669.01M
400,BELFA,Bel Fuse Inc.,746.56M,-1.13%,1453,669.01M
401,IIIV,"i3 Verticals, Inc.",746.21M,1.25%,40393,376.20M
402,ENFN,"Enfusion, Inc.",732.72M,0.72%,69984,168.57M
403,CNDT,Conduent Incorporated,707.62M,-2.23%,107591,3.72B
404,HKD,AMTD Digital Inc.,701.68M,0.82%,105293,33.07M
405,IMXI,"International Money Express, Inc.",698.94M,-1.50%,28521,658.74M
406,NNDM,Nano Dimension Ltd.,686.51M,1.54%,785696,53.96M
407,HCKT,"The Hackett Group, Inc.",681.65M,-1.05%,9808,296.59M
408,AOSL,Alpha and Omega Semiconductor Limited,676.98M,-1.04%,26598,640.00M
409,DDD,3D Systems Corporation,674.78M,1.58%,460229,505.95M
410,NOVA,Sunnova Energy International Inc.,655.29M,6.64%,3138144,720.65M
411,DSP,Viant Technology Inc.,636.96M,4.69%,111092,222.93M
412,DMRC,Digimarc Corporation,630.48M,0.55%,62536,34.85M
413,KC,Kingsoft Cloud Holdings Limited,629.17M,26.21%,2667479,1.03B
414,SNPO,Snap One Holdings Corp.,621.98M,-4.32%,11415,1.06B
415,MTTR,"Matterport, Inc.",612.49M,-0.76%,412866,157.75M
416,MLAB,"Mesa Laboratories, Inc.",604.13M,-1.35%,5674,212.87M
417,LASR,"nLIGHT, Inc.",601.99M,0.08%,13851,209.92M
418,CRNC,Cerence Inc.,585.94M,2.38%,64930,349.15M
419,BIGC,"BigCommerce Holdings, Inc.",578.33M,-0.60%,66427,309.39M
420,CEVA,"CEVA, Inc.",574.53M,1.44%,27960,97.42M
421,AAOI,"Applied Optoelectronics, Inc.",566.76M,-2.44%,628036,217.65M
422,SKYT,"SkyWater Technology, Inc.",565.75M,-1.75%,220862,272.62M
423,BBAI,"BigBear.ai Holdings, Inc.",563.95M,-4.09%,6539231,154.96M
424,EB,"Eventbrite, Inc.",555.18M,-0.18%,233826,326.13M
425,TTEC,"TTEC Holdings, Inc.",554.43M,-1.88%,31721,2.46B
426,SMRT,"SmartRent, Inc.",552.48M,0.92%,224792,236.84M
427,ALNT,Allient Inc.,549.24M,-1.25%,15737,578.63M
428,SCWX,SecureWorks Corp.,549.06M,0.39%,1513,392.06M
429,DJCO,Daily Journal Corporation,544.53M,1.15%,5801,71.40M
430,SPWR,SunPower Corporation,531.34M,-0.50%,1357995,1.83B
431,BAND,Bandwidth Inc.,525.68M,-0.55%,35674,601.12M
432,ITRN,Ituran Location and Control Ltd.,524.20M,6.45%,58058,319.98M
433,MITK,"Mitek Systems, Inc.",522.46M,2.44%,264392,172.32M
434,MGIC,Magic Software Enterprises Ltd.,522.20M,0.19%,15020,556.65M
435,CGNT,Cognyte Software Ltd.,513.73M,-0.68%,42055,302.97M
436,ICG,Intchains Group Limited,509.47M,-,1,11.44M
437,CINT,CI&T Inc,503.33M,-0.80%,18274,465.47M
438,MEI,"Methode Electronics, Inc.",499.71M,0.39%,104810,1.14B
439,TSAT,Telesat Corporation,490.71M,-1.72%,13795,551.81M
440,XPER,Xperi Holding Corporation,483.89M,2.93%,88099,521.33M
441,NRDY,"Nerdy, Inc.",482.93M,3.06%,205571,193.40M
442,MVIS,"MicroVision, Inc.",482.31M,0.81%,654091,7.26M
443,ADTN,"ADTRAN Holdings, Inc.",480.85M,-0.57%,70274,1.28B
444,VPG,"Vishay Precision Group, Inc.",470.26M,-0.50%,3895,355.05M
445,AEHR,Aehr Test Systems,468.80M,0.86%,207941,81.53M
446,CTLP,"Cantaloupe, Inc.",465.90M,-0.94%,34386,252.57M
447,CLFD,"Clearfield, Inc.",454.58M,-1.15%,31821,217.01M
448,BLZE,"Backblaze, Inc.",452.97M,-6.57%,145512,96.21M
449,AVNW,"Aviat Networks, Inc.",446.31M,-1.00%,3963,357.26M
450,RDZN,"Roadzen, Inc.",444.18M,-,375,-
451,DAVE,Dave Inc.,440.60M,-1.15%,14671,259.09M
452,RXT,"Rackspace Technology, Inc.",439.31M,-3.94%,495864,3.02B
453,NTGR,"NETGEAR, Inc.",432.46M,-0.86%,12520,740.84M
454,AUDC,AudioCodes Ltd.,426.27M,-2.55%,5690,244.38M
455,LAW,"CS Disco, Inc.",418.88M,-0.15%,29611,138.09M
456,LYTS,LSI Industries Inc.,415.71M,-1.47%,7154,473.55M
457,OSPN,OneSpan Inc.,415.69M,-6.45%,178517,235.11M
458,FARO,"FARO Technologies, Inc.",411.82M,-2.76%,27025,358.83M
459,NVEC,NVE Corporation,402.38M,-1.07%,473,35.52M
460,VNET,"VNET Group, Inc.",393.77M,10.13%,1181227,1.02B
461,MTC,"MMTec, Inc.",390.32M,-3.57%,28327,3.22M
462,DAKT,"Daktronics, Inc.",386.14M,2.01%,90625,812.07M
463,AMSWA,"American Software, Inc.",370.07M,-0.27%,3990,110.31M
464,EGHT,"8x8, Inc.",366.56M,4.21%,265215,733.82M
465,UIS,Unisys Corporation,366.00M,-1.59%,45727,2.02B
466,CAN,Canaan Inc.,365.56M,-5.45%,9772628,211.48M
467,DOMO,"Domo, Inc.",359.40M,-1.88%,114925,318.43M
468,PRCH,"Porch Group, Inc.",355.39M,2.73%,975294,382.94M
469,GPRO,"GoPro, Inc.",352.26M,-1.49%,315547,1.01B
470,STEM,"Stem, Inc.",342.37M,-1.38%,1064089,461.52M
471,FRGE,"Forge Global Holdings, Inc.",324.26M,1.62%,16069,67.58M
472,GILT,Gilat Satellite Networks Ltd.,319.33M,-1.42%,20491,266.09M
473,OPFI,OppFi Inc.,319.00M,-5.17%,362007,255.89M
474,MTLS,Materialise NV,316.60M,0.47%,12523,308.81M
475,APPS,"Digital Turbine, Inc.",316.27M,-0.65%,420099,572.38M
476,CLMB,"Climb Global Solutions, Inc.",310.73M,-5.04%,2490,352.01M
477,TGAN,"Transphorm, Inc.",303.72M,0.21%,22871,18.76M
478,WBX,Wallbox N.V.,302.10M,2.78%,146265,158.67M
479,QBTS,D-Wave Quantum Inc.,299.07M,-0.27%,1059120,8.25M
480,NUKK,Nukkleus Inc.,293.89M,1.08%,75295,26.73M
481,PERF,Perfect Corp.,293.83M,1.81%,130606,53.51M
482,RGTI,"Rigetti Computing, Inc.",290.36M,3.54%,3402865,14.69M
483,ONTF,"ON24, Inc.",281.79M,-1.10%,34064,170.94M
484,NOTE,"FiscalNote Holdings, Inc.",279.44M,-3.02%,582948,129.83M
485,RMNI,"Rimini Street, Inc.",276.84M,1.79%,86036,431.50M
486,CCSI,"Consensus Cloud Solutions, Inc.",275.29M,-1.81%,65283,362.56M
487,IBEX,IBEX Limited,270.26M,0.46%,10886,513.10M
488,AIP,"Arteris, Inc.",269.68M,-2.04%,13916,53.67M
489,KOPN,Kopin Corporation,269.62M,-0.20%,231555,44.00M
490,COMM,"CommScope Holding Company, Inc.",266.79M,10.00%,1442030,5.79B
491,TRAK,"Park City Group, Inc.",263.49M,-0.66%,14828,19.81M
492,TLS,Telos Corporation,255.52M,-12.81%,214554,151.66M
493,RDVT,"Red Violet, Inc.",251.35M,-1.50%,8486,60.20M
494,CRNT,Ceragon Networks Ltd.,249.80M,0.68%,199431,347.18M
495,API,"Agora, Inc.",242.49M,-0.76%,43184,141.54M
496,PRTH,"Priority Technology Holdings, Inc.",242.44M,2.22%,966,733.89M
497,QUIK,QuickLogic Corporation,240.01M,-1.12%,79541,17.80M
498,ASUR,"Asure Software, Inc.",236.15M,-0.97%,21382,119.08M
499,OPTX,"Syntec Optics Holdings, Inc.",233.34M,-,736,42.42M
500,VLN,Valens Semiconductor Ltd.,230.41M,0.46%,29303,84.16M
501,IMMR,Immersion Corporation,227.66M,5.17%,222156,32.70M
502,LSAK,"Lesaka Technologies, Inc.",227.40M,-3.61%,67,547.10M
503,OUST,"Ouster, Inc.",225.03M,1.08%,108617,69.77M
504,LUNA,Luna Innovations Incorporated,224.14M,-1.24%,23171,116.61M
505,DM,"Desktop Metal, Inc.",223.09M,1.60%,346922,197.91M
506,MX,Magnachip Semiconductor Corporation,218.35M,-0.53%,139172,230.05M
507,ITI,"Iteris, Inc.",211.22M,0.30%,62557,171.68M
508,SSTI,SoundThinking Inc,208.87M,-1.22%,1344,87.67M
509,MIXT,MiX Telematics Limited,208.73M,0.54%,22391,150.06M
510,BKSY,BlackSky Technology Inc.,207.11M,0.69%,127695,78.40M
511,TCX,Tucows Inc.,206.59M,-0.48%,7632,331.29M
512,INOD,Innodata Inc.,206.45M,-0.70%,51983,86.78M
513,III,"Information Services Group, Inc.",205.76M,0.59%,28285,291.05M
514,AXTI,"AXT, Inc.",199.89M,-0.22%,238333,82.16M
515,INVE,"Identiv, Inc.",198.84M,1.63%,12340,116.40M
516,ATGL,Alpha Technology Group Limited,198.11M,-1.43%,1128,1.11M
517,MAXN,"Maxeon Solar Technologies, Ltd.",194.76M,2.17%,629733,1.22B
518,KLTR,"Kaltura, Inc.",193.40M,-3.70%,20920,175.17M
519,EGAN,eGain Corporation,191.27M,4.89%,70222,95.64M
520,REKR,"Rekor Systems, Inc.",188.22M,-1.12%,161997,28.42M
521,SATL,Satellogic Inc.,186.20M,-9.57%,6075,6.81M
522,EXFY,"Expensify, Inc.",185.75M,-2.75%,150992,150.69M
523,VOXX,VOXX International Corporation,184.63M,-1.71%,6372,497.35M
524,HEAR,Turtle Beach Corporation,184.13M,0.09%,12223,259.48M
525,ATOM,Atomera Incorporated,178.09M,0.45%,20457,550.00K
526,TROO,"TROOPS, Inc.",176.77M,-0.57%,242,3.88M
527,CSPI,CSP Inc.,173.68M,0.39%,22438,61.68M
528,MRAM,"Everspin Technologies, Inc.",171.93M,2.10%,29419,63.77M
529,CMTL,Comtech Telecommunications Corp.,164.86M,0.26%,61766,570.77M
530,AISP,"Airship AI Holdings, Inc.",161.32M,3.97%,1242053,22.64M
531,PXLW,"Pixelworks, Inc.",159.93M,2.32%,95178,56.49M
532,PAYS,"PaySign, Inc.",155.63M,0.85%,17316,44.20M
533,SANG,Sangoma Technologies Corporation,154.83M,-0.86%,3094,189.28M
534,VCSA,"Vacasa, Inc.",154.68M,2.75%,24619,1.12B
535,MAPS,"WM Technology, Inc.",149.42M,-1.02%,112272,195.87M
536,MKFG,Markforged Holding Corporation,146.95M,12.31%,158362,99.28M
537,YIBO,Planet Image International Limited,142.79M,3.92%,967,142.13M
538,LTRX,"Lantronix, Inc.",142.79M,1.31%,114112,137.96M
539,WRAP,"Wrap Technologies, Inc.",141.93M,1.56%,44423,9.13M
540,ARQQ,Arqit Quantum Inc.,139.46M,-3.52%,313318,640.00K
541,ZFOX,"ZeroFox Holdings, Inc.",138.35M,0.45%,29978,-
542,INTT,inTEST Corporation,135.72M,0.72%,10093,129.55M
543,GMM,Global Mofy Metaverse Limited,135.46M,1.06%,163306,26.89M
544,AIXI,Xiao-I Corporation,135.45M,2.66%,10056,61.80M
545,PSQH,"PSQ Holdings, Inc.",133.42M,2.99%,10873,1.38M
546,ALOT,"AstroNova, Inc.",129.18M,-3.34%,8005,148.35M
547,ARBE,Arbe Robotics Ltd.,127.88M,6.67%,38897,1.47M
548,SOL,Emeren Group Ltd,127.74M,-,73716,86.34M
549,,Nano Labs Ltd,126.93M,0.56%,12526,655.30M
550,CMBM,Cambium Networks Corporation,124.42M,-1.12%,5354,264.50M
551,PXDT,"Pixie Dust Technologies, Inc.",121.00M,-3.56%,4014,5.75M
552,RELL,"Richardson Electronics, Ltd.",120.30M,0.36%,8875,225.91M
553,MPTI,"M-tron Industries, Inc.",115.50M,-4.90%,20513,39.07M
554,LDTC,LeddarTech Holdings Inc.,113.07M,-,1224,6.16M
555,SNCR,"Synchronoss Technologies, Inc.",112.42M,6.32%,51680,234.70M
556,GSIT,"GSI Technology, Inc.",112.06M,3.39%,142253,22.00M
557,PWFL,"PowerFleet, Inc.",111.27M,0.33%,56213,132.20M
558,UEIC,Universal Electronics Inc.,110.70M,-1.40%,17708,445.62M
559,XBP,XBP Europe Holdings Inc,109.50M,-10.50%,35473,220.74M
560,RSSS,"Research Solutions, Inc.",107.32M,-0.30%,46339,40.68M
561,SURG,"SurgePays, Inc.",106.86M,0.89%,300963,141.05M
562,SILC,Silicom Ltd.,104.05M,0.97%,3334,124.13M
563,ZENV,Zenvia Inc.,104.03M,-2.44%,10083,153.40M
564,LPSN,"LivePerson, Inc.",103.97M,-8.05%,801045,401.98M
565,MYNA,Mynaric AG,103.87M,9.49%,1948,4.70M
566,FEBO,Fenbo Holdings Limited,101.48M,2.83%,1576,15.31M
567,BEEM,Beam Global,100.91M,-1.13%,13104,55.22M
568,FEIM,"Frequency Electronics, Inc.",99.33M,0.95%,1371,49.61M
569,RYDE,Ryde Group Ltd,96.54M,17.61%,209224,6.58M
570,SYT,"SYLA Technologies Co., Ltd.",96.40M,-4.00%,2706,153.38M
571,IZM,ICZOOM Group Inc.,96.03M,-0.22%,53495,214.41M
572,CCRD,CoreCard Corporation,95.81M,-0.95%,4005,56.00M
573,VUZI,Vuzix Corporation,95.79M,3.72%,197996,13.96M
574,VLD,"Velo3D, Inc.",94.27M,2.33%,8037279,105.54M
575,ELTK,Eltek Ltd.,93.08M,-20.46%,433126,44.85M
576,KVHI,"KVH Industries, Inc.",92.96M,-2.53%,10577,137.41M
577,ALAR,Alarum Technologies Ltd.,92.03M,4.85%,48529,24.54M
578,AEYE,"AudioEye, Inc.",91.76M,-1.63%,29983,31.32M
579,SPPL,SIMPPLE LTD.,90.87M,-1.96%,36869,4.89M
580,AUID,authID Inc.,89.49M,-15.63%,23046,384.32K
581,BMR,Beamr Imaging Ltd.,86.92M,-1.56%,358270,2.91M
582,OCFT,"OneConnect Financial Technology Co., Ltd.",86.76M,2.26%,3054,548.19M
583,PET,Wag! Group Co.,86.34M,-0.91%,2501,79.28M
584,BCOV,Brightcove Inc.,85.23M,-3.33%,108765,201.19M
585,GNSS,Genasys Inc.,84.53M,2.60%,8539,40.54M
586,VERI,"Veritone, Inc.",83.17M,-12.05%,214546,137.25M
587,PHUN,"Phunware, Inc.",82.49M,-2.91%,513011,15.80M
588,ALLT,Allot Ltd.,82.25M,-0.93%,3683,93.15M
589,SOTK,Sono-Tek Corporation,80.46M,-0.38%,1998,18.59M
590,BKKT,"Bakkt Holdings, Inc.",79.86M,1.93%,1613020,580.99M
591,LINK,"Interlink Electronics, Inc.",78.23M,-4.88%,2693,12.01M
592,RTC,Baijiayun Group Ltd,78.05M,6.75%,55560,11.36M
593,ONDS,Ondas Holdings Inc.,76.71M,-2.99%,84683,11.21M
594,MKTW,"MarketWise, Inc.",74.38M,3.16%,60788,-
595,SPRU,Spruce Power Holding Corporation,73.45M,1.24%,5716,71.22M
596,UPLD,"Upland Software, Inc.",73.29M,1.97%,39248,297.85M
597,OSS,"One Stop Systems, Inc.",72.94M,3.08%,19206,65.99M
598,SSNT,"SilverSun Technologies, Inc.",72.08M,0.52%,13812,52.21M
599,ZEPP,Zepp Health Corporation,70.80M,5.17%,21617,408.16M
600,TYGO,"Tigo Energy, Inc.",70.48M,1.67%,42884,-
601,WFCF,"Where Food Comes From, Inc.",69.54M,-,76,25.14M
602,ASYS,"Amtech Systems, Inc.",69.11M,-1.85%,15762,116.68M
603,SELX,Semilux International Ltd.,68.96M,-6.57%,1003796,3.89M
604,TACT,TransAct Technologies Incorporated,68.71M,-,498,77.32M
605,EBON,Ebang International Holdings Inc.,66.32M,-2.46%,56193,11.35M
606,QUBT,"Quantum Computing, Inc.",65.36M,4.64%,601303,284.43K
607,DPSI,"Decisionpoint Systems, Inc.",64.53M,-1.54%,1267,109.57M
608,POET,POET Technologies Inc.,63.77M,2.24%,4352,557.79K
609,FTCI,"FTC Solar, Inc.",63.18M,0.02%,50042,130.02M
610,RCAT,"Red Cat Holdings, Inc.",63.04M,-0.06%,51714,10.99M
611,STIX,"Semantix, Inc.",62.75M,1.26%,7173,44.82M
612,AKTS,"Akoustis Technologies, Inc.",62.20M,0.68%,111213,29.71M
613,KPLT,"Katapult Holdings, Inc.",60.16M,1.35%,3212,214.34M
614,CSLR,"Complete Solaria, Inc.",59.56M,-0.01%,1959,171.96M
615,AIRG,"Airgain, Inc.",55.88M,-1.03%,5239,56.04M
616,LPTH,"LightPath Technologies, Inc.",55.70M,0.34%,2126,32.49M
617,GRRR,Gorilla Technology Group Inc.,55.55M,-1.95%,205427,-
618,NVNI,Nvni Group Limited,54.10M,-9.13%,3109,23.54M
619,MOGO,Mogo Inc.,53.51M,-1.39%,8295,48.30M
620,KNW,"Know Labs, Inc.",53.47M,8.20%,15584,-
621,DZSI,DZS Inc.,53.33M,-0.70%,14966,389.46M
622,KTCC,Key Tronic Corporation,52.84M,-1.22%,488,620.34M
623,ISDR,Issuer Direct Corporation,51.70M,1.82%,868,33.38M
624,EGIO,"Edgio, Inc.",50.71M,7.16%,64676,379.92M
625,QMCO,Quantum Corporation,50.61M,0.47%,44299,407.47M
626,MSAI,MultiSensor AI Holdings Inc.,50.50M,8.53%,77690,11.08M
627,USIO,"Usio, Inc.",45.77M,4.60%,3725,81.93M
628,PALT,"Paltalk, Inc.",44.73M,-1.24%,69654,11.08M
629,REFR,Research Frontiers Incorporated,44.23M,2.27%,36624,909.60K
630,DGHI,Digihost Technology Inc.,44.21M,-2.60%,106118,21.01M
631,AGMH,AGM Group Holdings Inc.,43.90M,1.66%,32303,165.45M
632,MNDO,MIND C.T.I. Ltd,43.55M,0.46%,19559,21.61M
633,STRC,Sarcos Technology and Robotics Corporation,43.09M,-6.01%,138870,6.15M
634,ULY,Urgent.ly Inc.,42.88M,1.55%,2014,-
635,SATX,Satixfy Communications Ltd.,42.80M,-0.40%,2554,-
636,MRT,"Marti Technologies, Inc.",42.26M,2.23%,14155,34.47M
637,INSG,Inseego Corp.,41.69M,-1.14%,43798,195.69M
638,JFU,9F Inc.,41.21M,-,2621,102.96M
639,BKTI,BK Technologies Corporation,40.33M,1.11%,780,78.13M
640,CPTN,"Cepton, Inc.",39.93M,0.60%,3414,9.68M
641,ARBB,ARB IOT Group Limited,39.66M,8.13%,18229,51.74M
642,DTST,Data Storage Corporation,39.17M,-2.45%,26861,24.74M
643,LAES,SEALSQ Corp,39.14M,5.74%,446770,27.29M
644,SWVL,Swvl Holdings Corp.,38.85M,-2.87%,18318,21.87M
645,AWRE,"Aware, Inc.",38.41M,-2.73%,17213,17.93M
646,SQNS,Sequans Communications S.A.,37.31M,-2.50%,97468,33.62M
647,CASA,"Casa Systems, Inc.",37.17M,-1.07%,24371,249.79M
648,MOBX,Mobix Labs Inc,36.60M,-5.63%,384068,-
649,CREX,"Creative Realities, Inc.",35.60M,-1.43%,17431,41.20M
650,BTCM,BIT Mining Limited,35.00M,4.44%,42197,43.10M
651,DSWL,"Deswell Industries, Inc.",34.90M,-3.13%,393,70.63M
652,IDN,"Intellicheck, Inc.",33.87M,-0.56%,5604,18.28M
653,MLGO,MicroAlgo Inc.,33.84M,18.52%,1287551,-
654,FKWL,Franklin Wireless Corp.,33.59M,-,2445,47.36M
655,LGL,"The LGL Group, Inc.",33.46M,1.44%,298,-20.83M
656,NTWK,"NetSol Technologies, Inc.",32.41M,0.18%,665,56.78M
657,INLX,"Intellinetics, Inc.",32.30M,5.93%,10581,16.73M
658,HOLO,MicroCloud Hologram Inc.,32.20M,-4.61%,595737,-
659,DAIO,Data I/O Corporation,31.66M,0.57%,131,28.46M
660,APCX,AppTech Payments Corp.,31.66M,8.17%,26260,471.00K
661,EMKR,EMCORE Corporation,31.16M,-0.42%,142098,96.89M
662,NSYS,Nortech Systems Incorporated,30.65M,0.09%,14,138.90M
663,RBT,"Rubicon Technologies, Inc.",30.36M,-11.95%,176054,692.91M
664,FATH,Fathom Digital Manufacturing Corporation,30.36M,1.58%,624,139.34M
665,SONM,"Sonim Technologies, Inc.",28.86M,0.41%,2330,104.32M
666,DUOT,"Duos Technologies Group, Inc.",28.84M,2.01%,12900,11.88M
667,CXAI,CXApp Inc.,28.40M,1.33%,194516,-
668,CLPS,CLPS Incorporation,28.18M,-1.79%,3609,145.37M
669,NXPL,NextPlat Corp,27.90M,-2.10%,6908,23.75M
670,SMSI,"Smith Micro Software, Inc.",27.85M,-5.84%,415142,40.86M
671,SOS,SOS Limited,27.84M,6.21%,322982,217.08M
672,ANY,Sphere 3D Corp.,27.28M,-2.11%,297118,15.64M
673,CPSH,CPS Technologies Corporation,26.86M,-0.54%,52736,26.92M
674,OCC,Optical Cable Corporation,25.59M,-6.66%,6305,72.17M
675,HKIT,Hitek Global Inc.,25.47M,-2.82%,23772,6.43M
676,FCUV,Focus Universal Inc.,25.27M,-2.54%,22697,841.01K
677,WKEY,WISeKey International Holding AG,25.08M,3.70%,13394,28.08M
678,UTSI,UTStarcom Holdings Corp.,24.71M,-,44,13.07M
679,GETR,"Getaround, Inc.",24.64M,-3.36%,119615,68.37M
680,VRAR,"The Glimpse Group, Inc.",23.86M,-3.52%,4064,11.76M
681,KOSS,Koss Corporation,23.78M,-2.36%,8384,13.21M
682,TRT,Trio-Tech International,23.64M,2.12%,16359,41.09M
683,MRDB,MariaDB plc,23.41M,-1.10%,46687,53.92M
684,PRST,"Presto Automation, Inc.",23.39M,6.04%,147661,21.20M
685,RVYL,Ryvyl Inc.,23.31M,1.46%,1123,54.04M
686,UMAC,"Unusual Machines, Inc.",23.29M,7.64%,4035875,4.89M
687,WYY,WidePoint Corporation,23.08M,-,184,101.11M
688,CLRO,"ClearOne, Inc.",21.94M,-,3897,18.57M
689,BMTX,"BM Technologies, Inc.",21.72M,-2.73%,1399,56.90M
690,VHC,VirnetX Holding Corp,21.17M,-1.71%,1630,12.00K
691,NEON,Neonode Inc.,20.58M,-0.75%,6324,4.45M
692,SGMA,"SigmaTron International, Inc.",20.42M,3.70%,4234,397.01M
693,DTSS,Datasea Inc.,20.18M,-,41694,23.68M
694,SYNX,Silynxcom Ltd.,19.99M,-1.10%,4508,7.26M
695,FTFT,Future FinTech Group Inc.,19.79M,-,16928,31.99M
696,VIAO,VIA optronics AG,19.70M,4.60%,307,210.00M
697,SPI,"SPI Energy Co., Ltd.",19.57M,2.12%,76115,209.89M
698,TAIT,Taitron Components Incorporated,19.39M,-0.62%,1778,6.92M
699,HTCR,"HeartCore Enterprises, Inc.",19.17M,0.42%,3995,20.52M
700,JG,Aurora Mobile Limited,19.15M,-5.31%,752,41.23M
701,CTM,"Castellum, Inc.",18.29M,-0.03%,23080,44.18M
702,KULR,"KULR Technology Group, Inc.",18.23M,1.39%,279789,9.31M
703,AMPG,"AmpliTech Group, Inc.",17.24M,3.41%,5809,15.85M
704,TSRI,"TSR, Inc.",16.76M,-,89,93.37M
705,MMAT,Meta Materials Inc.,15.86M,-5.51%,84410,7.09M
706,BOSC,B.O.S. Better Online Solutions Ltd.,15.52M,-1.11%,9507,44.62M
707,MINM,"Minim, Inc.",15.23M,1.52%,18789,35.27M
708,CYN,Cyngn Inc.,15.14M,2.94%,1569299,1.49M
709,CISO,CISO Global Inc,15.01M,1.60%,89395,58.06M
710,MTBL,"Moatable, Inc.",14.79M,1.87%,7917,50.81M
711,ELSE,"Electro-Sensors, Inc.",14.17M,1.04%,10,8.35M
712,XELA,"Exela Technologies, Inc.",13.84M,-1.38%,17001,1.07B
713,TURB,"Turbo Energy, S.A.",13.33M,-1.60%,3590,34.04M
714,WRNT,Warrantee Inc.,13.22M,1.69%,41009,1.66M
715,AHI,Advanced Human Imaging Limited,13.11M,-3.23%,12201,2.79M
716,MVLA,Movella Holdings Inc.,13.07M,4.44%,91183,57.99M
717,OLB,"The OLB Group, Inc.",12.68M,-2.15%,20394,31.62M
718,CAUD,Collective Audience Inc.,12.50M,-1.05%,93980,28.63M
719,LYT,Lytus Technologies Holdings PTV. Ltd.,12.49M,-9.75%,588112,19.39M
720,SVRE,SaverOne 2014 Ltd,12.27M,3.39%,21855,2.29M
721,WATT,Energous Corporation,12.09M,-1.00%,9594,561.71K
722,HUBC,HUB Cyber Security (Israel) Ltd.,12.09M,-4.07%,70019,73.04M
723,BNZI,"Banzai International, Inc.",11.89M,-5.53%,541188,7.70M
724,BLIN,"Bridgeline Digital, Inc.",11.46M,-3.30%,19247,15.56M
725,SLNH,"Soluna Holdings, Inc.",11.18M,2.12%,141392,15.13M
726,MSN,Emerson Radio Corp.,11.01M,1.15%,347,8.74M
727,SOBR,"SOBR Safe, Inc.",10.76M,3.35%,25355,144.33K
728,SGE,"Strong Global Entertainment, Inc.",10.66M,-15.46%,459,50.13M
729,IDAI,T Stamp Inc.,10.33M,-3.98%,94733,4.49M
730,MTEK,Maris-Tech Ltd.,10.32M,4.00%,18088,2.01M
731,INPX,Inpixon,10.28M,-0.57%,2340713,12.46M
732,LEDS,SemiLEDs Corporation,10.04M,-,1801,5.93M
733,ISUN,"iSun, Inc.",9.56M,-5.43%,134788,96.13M
734,SGN,Signing Day Sports Inc.,9.54M,7.71%,40632,222.22K
735,VJET,voxeljet AG,9.49M,-3.74%,4533,29.61M
736,WLDS,Wearable Devices Ltd.,9.30M,-2.41%,51117,29.00K
737,WETG,"WeTrade Group, Inc.",9.04M,-,292,4.72M
738,ELWS,"Earlyworks Co., Ltd",9.02M,9.23%,32172,317.40K
739,MIND,"MIND Technology, Inc.",8.84M,3.11%,2247,38.72M
740,BOXL,Boxlight Corporation,8.83M,0.11%,19000,180.72M
741,IFBD,"Infobird Co., Ltd",8.68M,-,259460,2.93M
742,JTAI,Jet.AI Inc.,8.64M,-,86795,29.90M
743,BLBX,Blackboxstocks Inc.,8.56M,-4.41%,2520,3.39M
