,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
360,LOVE,The Lovesac Company,344.17M,-,43386,688.24M
361,UHG,"United Homes Group, Inc.",341.88M,0.42%,147,419.74M
362,HYLN,Hyliion Holdings Corp.,337.10M,-3.53%,246419,672.00K
363,NAAS,NaaS Technology Inc.,327.71M,4.10%,330673,-
364,MYTE,MYT Netherlands Parent B.V.,327.68M,2.59%,4415,874.94M
365,GHG,GreenTree Hospitality Group Ltd.,326.97M,6.87%,5456,-
366,GAMB,Gambling.com Group Limited,323.26M,1.63%,22072,97.47M
367,ZUMZ,Zumiez Inc.,320.91M,-1.17%,16165,873.77M
368,CDRO,"Codere Online Luxembourg, S.A.",304.85M,0.89%,1861,152.88M
369,GCO,Genesco Inc.,304.34M,-5.96%,48241,2.31B
370,TTSH,"Tile Shop Holdings, Inc.",302.67M,-1.91%,16047,377.15M
371,SFIX,"Stitch Fix, Inc.",301.63M,-3.59%,300977,1.47B
372,LE,"Lands' End, Inc.",292.13M,-0.86%,1362,1.49B
373,IRBT,iRobot Corporation,291.39M,1.87%,405498,890.58M
374,LANV,Lanvin Group Holdings Limited,283.76M,-0.46%,8140,478.19M
375,NATH,"Nathan's Famous, Inc.",282.21M,-1.23%,581,137.03M
376,YSG,Yatsen Holding Limited,282.19M,7.44%,1437576,481.63M
377,GENK,"GEN Restaurant Group, Inc.",281.50M,-0.87%,83366,181.01M
378,HBB,Hamilton Beach Brands Holding Company,277.98M,1.90%,19190,625.63M
379,LOCO,"El Pollo Loco Holdings, Inc.",273.64M,-0.52%,53487,468.66M
380,WEYS,"Weyco Group, Inc.",271.58M,0.65%,2302,336.51M
381,CTRN,"Citi Trends, Inc.",271.37M,-1.23%,4786,742.22M
382,BRLT,"Brilliant Earth Group, Inc.",270.87M,0.36%,5212,441.67M
383,RMBL,"RumbleON, Inc.",265.79M,-0.92%,24435,1.38B
384,JILL,"J.Jill, Inc.",264.11M,-0.54%,10714,602.87M
385,RERE,ATRenew Inc.,257.03M,1.75%,157503,1.66B
386,COOK,"Traeger, Inc.",256.76M,0.74%,81997,605.88M
387,ALLG,Allego N.V.,255.21M,1.04%,60938,167.77M
388,CLAR,Clarus Corporation,250.45M,-4.96%,111728,286.02M
389,KFS,Kingsway Financial Services Inc.,247.47M,-0.68%,1493,125.94M
390,HOFT,Hooker Furnishings Corporation,246.31M,0.35%,3164,467.75M
391,BARK,"BARK, Inc.",246.28M,-5.40%,580393,494.72M
392,CPS,Cooper-Standard Holdings Inc.,244.72M,-0.63%,18560,2.82B
393,INVZ,Innoviz Technologies Ltd.,240.74M,-,507410,20.88M
394,INSE,"Inspired Entertainment, Inc.",240.43M,0.55%,13389,318.40M
395,WW,"WW International, Inc.",237.61M,-1.50%,619791,889.55M
396,SGC,"Superior Group of Companies, Inc.",234.88M,-2.25%,3507,544.67M
397,DXLG,"Destination XL Group, Inc.",229.29M,-1.05%,19669,528.55M
398,VRA,"Vera Bradley, Inc.",226.89M,-1.09%,70805,484.61M
399,JAKK,"JAKKS Pacific, Inc.",225.14M,2.37%,37095,716.05M
400,FSR,Fisker Inc.,221.57M,0.11%,18771187,73.13M
401,TLYS,"Tilly's, Inc.",219.41M,-2.46%,11590,630.41M
402,LCUT,"Lifetime Brands, Inc.",212.91M,0.72%,16383,690.58M
403,MOND,"Mondee Holdings, Inc.",211.24M,3.25%,22141,200.95M
404,CVGI,"Commercial Vehicle Group, Inc.",208.98M,-1.85%,37809,1.01B
405,PRPL,"Purple Innovation, Inc.",208.74M,8.21%,286549,515.36M
406,DIBS,"1stdibs.Com, Inc.",208.67M,1.33%,27030,84.68M
407,KNDI,"Kandi Technologies Group, Inc.",205.68M,2.98%,54895,133.65M
408,CANG,Cango Inc.,203.48M,-1.32%,28260,283.19M
409,RCKY,"Rocky Brands, Inc.",200.95M,-2.60%,1983,474.81M
410,THCH,TH International Limited,198.48M,-1.98%,24086,204.41M
411,CBD,Companhia Brasileira de Distribuição,196.81M,-0.29%,4051,3.27B
412,TDUP,ThredUp Inc.,193.72M,5.06%,63439,322.02M
413,PLCE,"The Children's Place, Inc.",193.52M,7.48%,243807,1.60B
414,ESCA,"Escalade, Incorporated",193.00M,-4.34%,10490,270.20M
415,FLXS,"Flexsteel Industries, Inc.",185.92M,-1.90%,3296,399.58M
416,FLL,"Full House Resorts, Inc.",172.94M,-1.20%,11228,217.11M
417,MPAA,"Motorcar Parts of America, Inc.",167.72M,-3.81%,9231,722.93M
418,VIRC,Virco Mfg. Corporation,159.55M,-0.92%,35182,265.30M
419,EM,Smart Share Global Limited,158.49M,13.11%,365982,421.96M
420,HYZN,Hyzon Motors Inc.,158.42M,4.52%,149545,787.00K
421,JZXN,"Jiuzi Holdings, Inc.",156.54M,9.70%,53370,3.03M
422,WISH,ContextLogic Inc.,155.42M,0.47%,211922,287.00M
423,DLTH,Duluth Holdings Inc.,152.59M,-,15914,642.83M
424,PNST,Pinstripes Holdings Inc.,151.93M,-0.67%,9723,82.53M
425,BZUN,Baozun Inc.,147.43M,7.79%,335113,1.18B
426,DTC,"Solo Brands, Inc.",142.30M,0.41%,89093,526.70M
427,FATBB,FAT Brands Inc.,136.82M,3.58%,134,425.64M
428,BSET,"Bassett Furniture Industries, Incorporated",136.40M,-1.49%,6044,390.14M
429,CATO,The Cato Corporation,134.83M,0.15%,16040,712.23M
430,FAT,FAT Brands Inc.,134.74M,-1.54%,9701,425.64M
431,NIU,Niu Technologies,134.14M,13.29%,264959,383.13M
432,GRWG,GrowGeneration Corp.,133.66M,-,178988,230.89M
433,BIRD,"Allbirds, Inc.",133.61M,2.16%,241240,266.25M
434,CPHC,Canterbury Park Holding Corporation,128.56M,-,39,62.03M
435,SPWH,"Sportsman's Warehouse Holdings, Inc.",127.20M,1.03%,21009,1.30B
436,LAKE,"Lakeland Industries, Inc.",122.33M,-1.00%,1819,122.45M
437,GOEV,Canoo Inc.,121.28M,-11.50%,2298901,519.00K
438,ELA,Envela Corporation,115.34M,-,168,182.39M
439,RRGB,"Red Robin Gourmet Burgers, Inc.",111.59M,-1.67%,129301,1.30B
440,AOUT,"American Outdoor Brands, Inc.",110.73M,-0.92%,14313,197.00M
441,AKA,a.k.a. Brands Holding Corp.,109.84M,-0.24%,660,546.26M
442,STKS,"The ONE Group Hospitality, Inc.",108.21M,-0.58%,11337,331.15M
443,UFI,"Unifi, Inc.",106.59M,2.13%,3017,583.56M
444,PRTS,"CarParts.com, Inc.",104.33M,-0.26%,342293,675.73M
445,NDLS,Noodles & Company,100.64M,-5.36%,70562,503.41M
446,STRT,Strattec Security Corporation,100.27M,-,610,513.34M
447,CAAS,"China Automotive Systems, Inc.",99.01M,2.15%,12367,545.98M
448,YTRA,"Yatra Online, Inc.",96.28M,-1.01%,35624,52.41M
449,WPRT,Westport Fuel Systems Inc.,95.61M,15.16%,51826,322.66M
450,SLNA,Selina Hospitality PLC,95.36M,-4.38%,45138,-
451,FTEL,Fitell Corporation,94.16M,13.68%,131770,3.87M
452,LITB,"LightInTheBox Holding Co., Ltd.",92.36M,-2.34%,68320,650.29M
453,BGFV,Big 5 Sporting Goods Corporation,88.86M,-3.03%,152290,884.75M
454,LIVE,Live Ventures Incorporated,88.37M,-2.40%,204,403.78M
455,CONN,"Conn's, Inc.",86.91M,-1.41%,20105,1.21B
456,CNTY,"Century Casinos, Inc.",85.01M,6.07%,33909,510.20M
457,SUP,"Superior Industries International, Inc.",84.56M,1.00%,9272,1.39B
458,KEQU,Kewaunee Scientific Corporation,84.21M,-1.35%,2601,201.04M
459,LUXH,LuxUrban Hotels Inc.,83.25M,-0.44%,93767,98.83M
460,TOUR,Tuniu Corporation,81.45M,0.32%,1041943,50.71M
461,WKHS,Workhorse Group Inc.,80.88M,1.39%,1952888,12.14M
462,GORV,Lazydays Holdings Inc,74.91M,-0.12%,4930,1.13B
463,NHTC,Natural Health Trends Corp.,71.63M,-0.32%,3141,43.92M
464,REE,REE Automotive Ltd.,71.33M,-0.77%,3003,943.00K
465,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",70.11M,0.87%,436,355.18M
466,PMNT,Perfect Moment Ltd.,69.10M,2.66%,597,27.03M
467,NTZ,Natuzzi S.p.A.,68.84M,-,8,498.39M
468,CREV,Carbon Revolution Public Limited,67.98M,-3.41%,903,17.46M
469,GAN,GAN Limited,65.35M,0.69%,7688,135.65M
470,BGI,Birks Group Inc.,64.25M,-2.33%,1157,170.73M
471,CULP,"Culp, Inc.",64.10M,-3.85%,23238,237.23M
472,TCS,"The Container Store Group, Inc.",64.00M,-2.02%,30136,901.46M
473,TUP,Tupperware Brands Corporation,62.00M,13.81%,782579,1.30B
474,PLBY,"PLBY Group, Inc.",61.55M,2.31%,79052,188.34M
475,JL,J-Long Group Limited,59.35M,7.41%,1315421,38.29M
476,LL,"LL Flooring Holdings, Inc.",57.81M,-4.46%,87541,904.75M
477,CRWS,"Crown Crafts, Inc.",57.35M,0.96%,4120,86.67M
478,CJET,"Chijet Motor Company, Inc.",56.23M,-0.86%,8407,17.58M
479,GP,GreenPower Motor Company Inc.,55.54M,0.91%,19031,49.53M
480,SOND,Sonder Holdings Inc.,55.10M,2.41%,7341,573.81M
481,ARKR,Ark Restaurants Corp.,49.74M,2.32%,99,184.84M
482,BNED,"Barnes & Noble Education, Inc.",48.32M,-14.20%,1232318,1.54B
483,FOSL,"Fossil Group, Inc.",48.02M,-1.51%,112472,1.49B
484,HOUR,"Hour Loop, Inc.",47.54M,-10.95%,10566,123.86M
485,BDL,"Flanigan's Enterprises, Inc.",47.30M,-0.12%,3070,177.68M
486,NCNC,noco-noco Inc.,47.23M,-1.94%,124746,-
487,ATER,"Aterian, Inc.",45.08M,2.06%,271575,164.71M
488,MULN,"Mullen Automotive, Inc.",44.69M,0.59%,127754,366.00K
489,VIOT,"Viomi Technology Co., Ltd",44.66M,4.62%,25404,400.66M
490,INTG,The InterGroup Corporation,44.16M,-,2,57.18M
491,LGCB,Linkage Global Inc,41.93M,1.56%,2507,22.03M
492,CENN,Cenntro Electric Group Limited,41.41M,5.44%,51715,-
493,VNCE,Vince Holding Corp.,41.13M,3.04%,1380,308.89M
494,EVTV,"Envirotech Vehicles, Inc.",39.73M,-0.76%,1912,4.64M
495,SYPR,"Sypris Solutions, Inc.",39.52M,2.27%,5746,131.20M
496,TLF,"Tandy Leather Factory, Inc.",37.54M,1.59%,41,77.75M
497,JRSH,"Jerash Holdings (US), Inc.",36.15M,-0.48%,2436,119.39M
498,VEV,Vicinity Motor Corp.,35.64M,0.43%,2427,11.85M
499,YHGJ,Yunhong Green CTI Ltd.,35.17M,-0.91%,1341,16.60M
500,KIRK,"Kirkland's, Inc.",34.64M,-,15111,465.22M
501,MI,NFT Ltd.,32.75M,1.03%,520299,4.68M
502,PEV,Phoenix Motor Inc.,30.42M,2.00%,11219,4.98M
503,GTIM,Good Times Restaurants Inc.,29.77M,-3.40%,41959,137.86M
504,ECDA,ECD Automotive Design Inc,29.00M,5.32%,5544,19.90M
505,MRM,MEDIROM Healthcare Technologies Inc.,28.56M,1.03%,1350,49.82M
506,SOLO,Electrameccanica Vehicles Corp.,27.39M,-0.61%,128062,3.40M
507,RAVE,"RAVE Restaurant Group, Inc.",26.11M,-0.56%,11919,11.90M
508,GDHG,Golden Heaven Group Holdings Ltd.,25.72M,0.20%,545447,31.79M
509,RENT,"Rent the Runway, Inc.",25.51M,2.25%,61521,297.80M
510,NCL,Northann Corp.,24.37M,1.20%,37388,10.59M
511,VRM,"Vroom, Inc.",22.46M,1.20%,10586,866.63M
512,DLA,"Delta Apparel, Inc.",22.07M,1.28%,8095,387.99M
513,HWH,HWH International Inc.,21.74M,5.30%,17500,-
514,WBUY,WEBUY GLOBAL LTD.,21.66M,-1.76%,67663,44.56M
515,RGS,Regis Corporation,20.61M,1.44%,1056,215.91M
516,CHSN,Chanson International Holding,20.32M,1.23%,5349,13.54M
517,WKSP,Worksport Ltd.,20.32M,2.01%,40832,729.32K
518,IPW,iPower Inc.,20.27M,0.21%,1448,86.93M
519,CTNT,Cheetah Net Supply Chain Service Inc.,19.35M,-7.76%,432,42.11M
520,MGIH,Millennium Group International Holdings Limited,19.13M,-5.88%,44309,45.60M
521,DOGZ,Dogness (International) Corporation,17.77M,-0.43%,106377,17.58M
522,XELB,"Xcel Brands, Inc.",17.73M,8.17%,4480,19.53M
523,BFI,"BurgerFi International, Inc.",16.97M,-2.35%,15204,173.87M
524,FRSX,Foresight Autonomous Holdings Ltd.,15.94M,2.40%,12211,458.00K
525,JEWL,Adamas One Corp.,15.82M,-8.62%,34972,1.82M
526,ZAPP,Zapp Electric Vehicles Group Limited,15.76M,-4.26%,25118,-
527,FGI,FGI Industries Ltd.,15.20M,1.57%,4554,118.08M
528,MOGU,MOGU Inc.,15.20M,3.24%,3483,27.58M
529,ISPO,Inspirato Incorporated,14.93M,0.48%,1454,345.02M
530,VLCN,"Volcon, Inc.",14.50M,-2.82%,462831,2.93M
531,YJ,Yunji Inc.,14.15M,-,30,107.26M
532,DSS,"DSS, Inc.",13.68M,1.28%,3252,34.72M
533,CZOO,Cazoo Group Ltd,13.40M,0.73%,32754,1.37B
534,LTRY,Lottery.com Inc.,11.87M,-1.59%,3870,2.11M
535,VEEE,Twin Vee Powercats Co.,11.71M,-,4853,33.85M
536,CTHR,"Charles & Colvard, Ltd.",11.38M,-2.13%,28865,25.06M
537,SRM,"SRM Entertainment, Inc.",11.06M,3.10%,34904,6.07M
538,BTBD,"BT Brands, Inc.",10.87M,-,33,14.06M
539,UXIN,Uxin Limited,9.71M,-,11450,200.74M
540,DXYN,"The Dixie Group, Inc.",9.33M,6.67%,33188,280.21M
541,EZGO,EZGO Technologies Ltd.,9.32M,-2.70%,1892679,15.92M
542,JOAN,JOANN Inc.,9.22M,-1.50%,327000,2.16B
543,LIDR,"AEye, Inc.",9.16M,-3.77%,51152,2.49M
544,SPGC,"Sacks Parente Golf, Inc.",9.05M,-2.90%,74,240.00K
545,AYRO,"Ayro, Inc.",8.80M,-0.56%,10533,949.93K
546,VMAR,Vision Marine Technologies Inc.,8.76M,-2.23%,40689,3.80M
547,XWEL,"XWELL, Inc.",8.36M,-,2016,30.26M
548,FRZA,"Forza X1, Inc.",8.04M,0.02%,8131,18.56K
549,JXJT,JX Luxventure Limited,8.00M,1.52%,11395,49.91M
550,EGOX,Next.e.GO N.V.,7.70M,-8.03%,3376885,-
551,OCG,Oriental Culture Holding LTD,7.09M,-1.20%,3776,1.57M
552,EFOI,"Energy Focus, Inc.",7.00M,4.53%,5898,3.99M
553,FORD,"Forward Industries, Inc.",6.54M,-2.32%,5331,33.03M
554,KXIN,Kaixin Auto Holdings,6.01M,2.57%,26319,68.40M
555,FFIE,Faraday Future Intelligent Electric Inc.,5.68M,-1.95%,3730943,551.00K
556,CNXA,Connexa Sports Technologies Inc.,5.32M,10.38%,729458,9.78M
557,TRNR,Interactive Strength Inc.,5.30M,-,72209,973.00K
558,PIK,Kidpik Corp.,5.06M,141.48%,20787356,15.61M
559,YOSH,Yoshiharu Global Co.,5.06M,2.43%,92,9.25M
560,JFBR,Jeffs' Brands Ltd,4.84M,-53.80%,777075,7.39M
561,FUV,"Arcimoto, Inc.",4.73M,-3.77%,72474,6.61M
562,EJH,E-Home Household Service Holdings Limited,4.30M,-3.47%,44234,68.32M
563,SBET,SharpLink Gaming Ltd.,4.22M,4.62%,1153,-
564,REBN,"Reborn Coffee, Inc.",3.74M,-11.84%,153008,5.02M
565,UCAR,U Power Limited,3.69M,0.68%,5862793,753.54K
566,DBGI,"Digital Brands Group, Inc.",3.68M,-3.03%,19918,12.41M
567,JWEL,Jowell Global Ltd.,3.67M,-5.78%,3661,193.98M
568,OCTO,Eightco Holdings Inc.,3.62M,-4.37%,150410,75.82M
569,WNW,Meiwu Technology Company Limited,3.54M,-,108590,30.30M
570,SECO,Secoo Holding Limited,3.39M,0.21%,11548,413.47M
571,NVVE,Nuvve Holding Corp.,3.38M,2.11%,11905,7.83M
572,NVFY,"Nova LifeStyle, Inc.",2.83M,-6.36%,19299,11.06M
573,IVP,"Inspire Veterinary Partners, Inc.",2.47M,12.25%,45732434,16.07M
574,AUVI,"Applied UV, Inc.",2.31M,-1.35%,63136,37.94M
575,AREB,"American Rebel Holdings, Inc.",1.91M,-1.55%,50383,15.27M
576,BQ,Boqii Holding Limited,1.18M,-3.10%,23625,122.67M
