,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
368,DCO,Ducommun Incorporated,726.79M,0.50%,14691,756.99M
369,HA,"Hawaiian Holdings, Inc.",717.77M,0.04%,178479,2.72B
370,EGLE,Eagle Bulk Shipping Inc.,713.76M,-1.65%,56596,393.80M
371,OFLX,"Omega Flex, Inc.",705.69M,-0.90%,144,114.14M
372,GSL,"Global Ship Lease, Inc.",700.25M,-0.63%,107926,674.80M
373,IIIN,"Insteel Industries, Inc.",693.53M,-1.99%,7315,604.01M
374,EH,EHang Holdings Limited,689.08M,18.71%,1216780,10.52M
375,SPCE,"Virgin Galactic Holdings, Inc.",688.07M,4.07%,2243492,6.80M
376,IRS,IRSA Inversiones y Representaciones SA,673.06M,-1.29%,20755,348.50M
377,NVRI,Enviri Corporation,668.22M,-1.31%,36605,2.07B
378,HSII,"Heidrick & Struggles International, Inc.",666.67M,-2.05%,17706,1.04B
379,TPC,Tutor Perini Corporation,661.24M,2.36%,139415,3.88B
380,AGX,"Argan, Inc.",656.67M,-1.85%,5440,527.56M
381,ASC,Ardmore Shipping Corporation,651.79M,-0.98%,98142,395.98M
382,PL,Planet Labs PBC,644.28M,1.56%,291371,214.82M
383,CASS,"Cass Information Systems, Inc.",643.42M,-0.32%,11990,197.51M
384,PLPC,Preformed Line Products Company,633.23M,-0.66%,9020,669.68M
385,ATRO,Astronics Corporation,632.18M,-0.47%,12799,689.21M
386,LNZA,"LanzaTech Global, Inc.",625.32M,-,19097,62.63M
387,NPWR,NET Power Inc.,612.96M,3.94%,62004,755.00K
388,CLCO,Cool Company Ltd.,602.01M,-0.54%,64123,372.12M
389,CVLG,"Covenant Logistics Group, Inc.",598.67M,0.02%,11224,1.10B
390,EVLV,"Evolv Technologies Holdings, Inc.",590.47M,-1.55%,357372,80.42M
391,GLDD,Great Lakes Dredge & Dock Corporation,588.28M,-1.70%,40213,589.63M
392,TITN,Titan Machinery Inc.,575.12M,-0.12%,16808,2.49B
393,CRESY,Cresud S.A.C.I.F. y A.,565.68M,-1.00%,28964,743.19M
394,LMB,"Limbach Holdings, Inc.",563.81M,-4.96%,41148,517.14M
395,ADSE,ADS-TEC Energy PLC,554.41M,-3.56%,12440,60.74M
396,SB,"Safe Bulkers, Inc.",553.62M,-,398138,284.40M
397,FIP,FTAI Infrastructure Inc.,542.18M,0.83%,135464,310.42M
398,AMSC,American Superconductor Corporation,540.60M,-1.07%,123577,135.35M
399,KE,"Kimball Electronics, Inc.",536.93M,0.37%,13544,1.84B
400,NPK,"National Presto Industries, Inc.",536.14M,-0.44%,2187,356.54M
401,SAVE,"Spirit Airlines, Inc.",530.97M,-6.91%,4846225,5.36B
402,FC,Franklin Covey Co.,527.46M,-1.41%,3641,279.55M
403,ACCO,ACCO Brands Corporation,518.31M,-1.28%,70639,1.83B
404,EBF,"Ennis, Inc.",513.10M,-0.35%,13751,425.37M
405,FCEL,"FuelCell Energy, Inc.",510.60M,2.21%,4784742,103.01M
406,LILM,Lilium N.V.,507.22M,2.49%,948801,-
407,BWMN,Bowman Consulting Group Ltd.,502.45M,-0.32%,14397,328.90M
408,MTW,"The Manitowoc Company, Inc.",472.40M,-0.15%,23164,2.23B
409,CMPO,"CompoSecure, Inc.",472.18M,1.60%,34104,384.52M
410,RGP,"Resources Connection, Inc.",470.46M,-2.78%,84347,704.52M
411,EAF,GrafTech International Ltd.,462.30M,2.50%,641207,620.50M
412,TRC,Tejon Ranch Co.,446.01M,-0.42%,6363,44.74M
413,BBCP,"Concrete Pumping Holdings, Inc.",420.20M,-1.67%,8793,446.38M
414,KODK,Eastman Kodak Company,407.31M,1.95%,257304,1.15B
415,ACTG,Acacia Research Corporation,401.54M,-0.25%,18009,45.91M
416,FORR,"Forrester Research, Inc.",392.86M,-1.57%,22741,480.78M
417,DSKE,"Daseke, Inc.",389.40M,0.12%,33524,1.57B
418,PANL,"Pangaea Logistics Solutions, Ltd.",388.00M,-1.56%,29563,495.31M
419,SWIM,"Latham Group, Inc.",387.88M,-0.89%,47820,583.55M
420,TBI,"TrueBlue, Inc.",378.53M,-2.16%,78656,1.91B
421,SHYF,"The Shyft Group, Inc.",369.57M,-1.25%,15996,872.20M
422,HSHP,Himalaya Shipping Ltd.,367.88M,-,62218,36.74M
423,CVEO,Civeo Corporation,363.37M,-4.66%,48115,700.81M
424,ASLE,AerSale Corporation,362.12M,-3.09%,505191,334.50M
425,CIX,CompX International Inc.,361.41M,0.67%,1851,161.29M
426,MTRX,Matrix Service Company,356.87M,-2.22%,64070,765.45M
427,PTSI,"P.A.M. Transportation Services, Inc.",356.75M,1.17%,130,868.25M
428,CYD,China Yuchai International Limited,355.47M,-,2705,2.30B
429,ALTG,Alta Equipment Group Inc.,354.43M,-2.65%,20721,1.91B
430,DSX,Diana Shipping Inc.,350.31M,-1.32%,111249,262.10M
431,WLDN,"Willdan Group, Inc.",337.67M,-1.26%,43774,510.10M
432,NWPX,Northwest Pipe Company,335.45M,-2.82%,2615,444.36M
433,WLFC,Willis Lease Finance Corporation,327.49M,0.29%,763,392.42M
434,AMBI,Ambipar Emergency Response,325.93M,-,42,-
435,LEV,The Lion Electric Company,309.92M,-,87460,253.50M
436,PKOH,Park-Ohio Holdings Corp.,309.86M,0.93%,9224,1.66B
437,PKE,Park Aerospace Corp.,309.07M,-0.20%,978,53.20M
438,NVX,Novonix Limited,306.68M,-8.32%,7377,8.05M
439,POWW,"AMMO, Inc.",294.28M,-0.81%,123480,148.32M
440,BLDE,"Blade Air Mobility, Inc.",294.06M,6.22%,407382,215.84M
441,LXFR,Luxfer Holdings PLC,282.03M,0.29%,25473,405.00M
442,SPIR,"Spire Global, Inc.",280.63M,-1.18%,60948,105.70M
443,NL,"NL Industries, Inc.",277.37M,7.39%,37217,161.29M
444,ORN,"Orion Group Holdings, Inc.",275.69M,5.43%,227502,711.78M
445,SLDP,"Solid Power, Inc.",275.26M,-0.99%,687858,17.41M
446,QUAD,"Quad/Graphics, Inc.",274.48M,-5.81%,82739,2.96B
447,MG,"Mistras Group, Inc.",273.54M,-0.56%,18779,691.62M
448,ESEA,Euroseas Ltd.,267.28M,-3.78%,15617,189.36M
449,MEC,"Mayville Engineering Company, Inc.",265.15M,0.08%,3301,588.43M
450,BYRN,Byrna Technologies Inc.,264.02M,-2.33%,53123,42.64M
451,GHM,Graham Corporation,263.99M,-1.80%,2845,179.49M
452,EVI,"EVI Industries, Inc.",263.75M,-,175,367.55M
453,RLGT,"Radiant Logistics, Inc.",260.89M,-0.29%,5105,888.28M
454,FSTR,L.B. Foster Company,256.23M,-2.71%,7986,543.74M
455,GENC,"Gencor Industries, Inc.",244.78M,-0.72%,2663,105.27M
456,FREY,FREYR Battery,244.48M,-1.43%,449728,-
457,BAER,"Bridger Aerospace Group Holdings, Inc.",243.66M,0.20%,6020,66.71M
458,SLND,"Southland Holdings, Inc.",237.32M,-0.81%,173,1.16B
459,AMPX,"Amprius Technologies, Inc.",235.13M,6.58%,164896,5.90M
460,TWIN,"Twin Disc, Incorporated",235.13M,-1.10%,6299,294.24M
461,LLAP,Terran Orbital Corporation,231.41M,1.26%,869702,136.24M
462,PFMT,Performant Financial Corporation,230.62M,0.83%,10691,110.42M
463,NNBR,"NN, Inc.",230.13M,1.75%,56011,494.75M
464,MVST,"Microvast Holdings, Inc.",221.97M,2.20%,388462,266.84M
465,LGCL,Lucas GC Limited,221.58M,-13.24%,43895,178.66M
466,AAN,"The Aaron's Company, Inc.",220.12M,-1.66%,45989,2.14B
467,GASS,StealthGas Inc.,217.51M,-0.32%,36663,143.53M
468,RCMT,"RCM Technologies, Inc.",217.19M,-0.94%,14734,262.43M
469,BLNK,Blink Charging Co.,215.03M,1.57%,2628716,120.49M
470,EOSE,"Eos Energy Enterprises, Inc.",210.75M,1.44%,831505,16.38M
471,DLHC,DLH Holdings Corp.,199.66M,-1.28%,13925,401.00M
472,RDW,Redwire Corporation,194.40M,2.17%,24401,234.02M
473,KNOP,KNOT Offshore Partners LP,185.52M,0.19%,9656,290.72M
474,SST,"System1, Inc.",184.62M,0.59%,10214,589.77M
475,SCWO,"374Water, Inc.",181.75M,-,5430,1.65M
476,TUSK,"Mammoth Energy Services, Inc.",179.78M,-2.13%,6992,309.49M
477,GRIN,Grindrod Shipping Holdings Ltd.,171.35M,-1.14%,4482,387.10M
478,SHIM,Shimmick Corporation,169.66M,-1.48%,478,655.24M
479,HQI,"HireQuest, Inc.",168.19M,4.63%,1838,32.28M
480,SHIP,Seanergy Maritime Holdings Corp.,165.72M,-2.37%,29573,125.02M
481,TPIC,"TPI Composites, Inc.",161.56M,-1.61%,332498,1.46B
482,LUNR,"Intuitive Machines, Inc.",159.85M,3.47%,1253205,86.95M
483,ULBI,Ultralife Corporation,159.48M,0.36%,11371,150.20M
484,GWH,"ESS Tech, Inc.",154.93M,-0.61%,119538,4.76M
485,EML,The Eastern Company,151.47M,-,78,275.54M
486,CSTE,Caesarstone Ltd.,150.23M,-1.61%,10069,565.23M
487,TG,Tredegar Corporation,149.33M,-0.23%,23844,724.66M
488,EVTL,Vertical Aerospace Ltd.,147.37M,-0.18%,150684,-
489,ISSC,"Innovative Solutions and Support, Inc.",143.87M,-0.67%,14121,37.60M
490,SFWL,Shengfeng Development Limited,143.38M,-2.30%,19045,388.76M
491,QRHC,Quest Resource Holding Corporation,140.42M,-0.14%,4553,281.29M
492,HURC,"Hurco Companies, Inc.",138.12M,-2.83%,6547,218.18M
493,DHX,"DHI Group, Inc.",131.13M,-1.10%,44458,151.88M
494,ESOA,Energy Services of America Corporation,129.73M,-1.54%,41628,334.23M
495,MNTX,"Manitex International, Inc.",128.33M,2.92%,12741,291.39M
496,TAYD,"Taylor Devices, Inc.",127.92M,-4.09%,3618,40.87M
497,BW,"Babcock & Wilcox Enterprises, Inc.",127.80M,-5.94%,284962,1.05B
498,TATT,TAT Technologies Ltd.,127.01M,1.52%,5446,113.79M
499,PESI,"Perma-Fix Environmental Services, Inc.",120.07M,-3.12%,5150,83.77M
500,CRGO,Freightos Limited,118.62M,-0.40%,5786,20.28M
501,ARQ,"Arq, Inc.",117.00M,3.86%,22219,94.49M
502,SKYX,SKYX Platforms Corp.,113.36M,0.81%,66057,36.62M
503,ARC,"ARC Document Solutions, Inc.",112.47M,-1.52%,41298,281.20M
504,SOAR,Volato Group Inc.,108.40M,-1.28%,10131,109.72M
505,GIFI,"Gulf Island Fabrication, Inc.",106.65M,3.66%,125938,151.07M
506,BGSF,"BGSF, Inc.",105.50M,-0.52%,1163,316.88M
507,ELVA,Electrovaya Inc.,104.72M,1.24%,16495,44.06M
508,MHH,"Mastech Digital, Inc.",103.23M,-1.12%,439,212.26M
509,TORO,Toro Corp.,102.80M,-1.23%,30617,78.47M
510,FBYD,"Falcon's Beyond Global, Inc.",102.30M,1.26%,1514,22.85M
511,IVAC,"Intevac, Inc.",101.52M,-,6705,52.67M
512,RR,Richtech Robotics Inc.,100.47M,-,73608,8.92M
513,VTSI,"VirTra, Inc.",99.63M,2.23%,9633,36.57M
514,MPU,Mega Matrix Corp.,97.84M,-3.11%,77359,1.51M
515,CBAT,"CBAK Energy Technology, Inc.",94.86M,0.94%,35946,202.72M
516,PMEC,Primech Holdings Ltd.,92.43M,-5.28%,113595,69.03M
517,OMEX,"Odyssey Marine Exploration, Inc.",89.20M,-7.22%,56571,1.11M
518,AENT,Alliance Entertainment Holding Corporation,85.05M,2.99%,1521,1.13B
519,ZCAR,"Zoomcar Holdings, Inc.",82.37M,3.05%,8631,16.54M
520,SRFM,Surf Air Mobility Inc.,80.99M,2.80%,74675,100.01M
521,LICY,Li-Cycle Holdings Corp.,75.56M,-1.79%,510018,-
522,IPWR,Ideal Power Inc.,74.85M,0.87%,6684,154.00K
523,XOS,"Xos, Inc.",74.55M,0.49%,1549,34.72M
524,FLUX,"Flux Power Holdings, Inc.",69.77M,0.47%,14753,64.48M
525,APT,"Alpha Pro Tech, Ltd.",69.07M,0.34%,11757,58.19M
526,SCX,The L.S. Starrett Company,68.99M,58.82%,688360,251.66M
527,TOPS,Top Ships Inc.,67.31M,-1.86%,851,124.43M
528,EDRY,EuroDry Ltd.,65.60M,-,915,47.59M
529,VATE,INNOVATE Corp.,64.64M,-4.94%,64967,1.42B
530,ESP,Espey Mfg. & Electronics Corp.,63.08M,-0.08%,3105,37.02M
531,CODA,"Coda Octopus Group, Inc.",62.97M,1.60%,10172,19.35M
532,PPIH,"Perma-Pipe International Holdings, Inc.",60.73M,0.26%,1929,146.93M
533,BEEP,Mobile Infrastructure Corporation,57.00M,-4.74%,6769,44.38M
534,RAIL,"FreightCar America, Inc.",55.32M,1.29%,3051,360.48M
535,AQMS,"Aqua Metals, Inc.",55.31M,-1.93%,86432,25.00K
536,PPSI,"Pioneer Power Solutions, Inc.",54.62M,5.09%,192364,42.60M
537,BWEN,"Broadwind, Inc.",51.11M,-,45243,203.48M
538,NTIP,"Network-1 Technologies, Inc.",51.04M,1.53%,1225,2.60M
539,AP,Ampco-Pittsburgh Corporation,50.26M,-,2719,407.77M
540,AIRT,"Air T, Inc.",49.26M,2.00%,884,288.53M
541,OPXS,"Optex Systems Holdings, Inc",49.13M,-0.69%,4725,28.59M
542,PXS,Pyxis Tankers Inc.,47.80M,0.22%,4183,50.60M
543,GLBS,Globus Maritime Limited,46.31M,-,11204,32.40M
544,HOVR,New Horizon Aircraft Ltd.,44.74M,-6.28%,99572,-
545,CLIR,ClearSign Technologies Corporation,44.39M,-1.68%,5873,1.18M
546,KSCP,"Knightscope, Inc.",44.24M,-0.13%,703882,12.13M
547,AZ,A2Z Smart Technologies Corp.,43.27M,-1.89%,9333,15.75M
548,BEST,BEST Inc.,42.40M,-0.12%,15803,1.11B
549,CTRM,Castor Maritime Inc.,41.56M,-0.16%,104710,97.52M
550,LTBR,Lightbridge Corporation,41.55M,-2.08%,16669,-
551,VCIG,VCI Global Limited,41.45M,0.83%,70066,12.52M
552,SUGP,SU Group Holdings Limited,40.94M,-4.42%,74029,20.93M
553,HSON,"Hudson Global, Inc.",40.14M,-,55,176.72M
554,JOB,"GEE Group, Inc.",39.19M,-1.75%,108229,141.93M
555,STI,Solidion Technology Inc.,38.72M,78.02%,7387228,19.04K
556,HYFM,"Hydrofarm Holdings Group, Inc.",37.56M,2.43%,11404,226.58M
557,GTEC,Greenland Technologies Holding Corporation,36.57M,1.30%,5039,86.69M
558,MESA,"Mesa Air Group, Inc.",35.95M,-1.94%,32294,498.07M
559,FTEK,"Fuel Tech, Inc.",35.40M,-0.86%,3885,27.76M
560,AERT,Aeries Technology Inc.,35.10M,-3.56%,1517,105.90M
561,GFAI,"Guardforce AI Co., Limited",34.80M,-5.37%,161542,35.95M
562,SVT,"Servotronics, Inc.",34.57M,-,18,43.47M
563,CCTG,CCSC Technology International Holdings Limited,34.05M,-1.98%,42646,15.94M
564,RFIL,"RF Industries, Ltd.",33.20M,-,119,72.17M
565,CVV,CVD Equipment Corporation,32.42M,-1.27%,3334,27.23M
566,CVU,"CPI Aerostructures, Inc.",31.55M,3.61%,2925,87.04M
567,DFLI,Dragonfly Energy Holdings Corp.,31.20M,3.17%,23646,74.16M
568,NEOV,NeoVolta Inc.,30.91M,-2.19%,8584,3.13M
569,OESX,"Orion Energy Systems, Inc.",30.90M,3.30%,1645,85.80M
570,LICN,Lichen China Limited,28.62M,4.63%,5409,33.58M
571,TISI,"Team, Inc.",28.57M,-14.99%,7193,862.62M
572,SPEC,Spectaire Holdings Inc.,28.39M,-11.45%,135454,-
573,CACO,Caravelle International Group,28.15M,2.09%,1318,133.78M
574,APWC,Asia Pacific Wire & Cable Corporation Limited,27.83M,-4.33%,1032,433.89M
575,SNT,Senstar Technologies Ltd.,26.58M,-,10185,33.77M
576,USEA,United Maritime Corporation,24.73M,-1.33%,13467,33.42M
577,XPON,Expion360 Inc.,24.38M,-0.22%,787,6.54M
578,FPAY,"FlexShopper, Inc.",24.03M,5.05%,35747,108.12M
579,SGRP,"SPAR Group, Inc.",23.94M,-,136,262.29M
580,JYD,Jayud Global Logistics Limited,23.84M,-1.50%,6244,90.73M
581,UGRO,"urban-gro, Inc.",23.17M,-0.76%,40051,73.86M
582,PSHG,Performance Shipping Inc.,23.09M,-3.66%,24471,108.94M
583,EPOW,"Sunrise New Energy Co., Ltd.",22.87M,-2.25%,18510,48.57M
584,WHLM,"Wilhelmina International, Inc.",22.80M,1.61%,3,17.54M
585,ALPP,"Alpine 4 Holdings, Inc.",21.37M,-2.65%,4737,106.08M
586,IGC,IGC Pharma Inc,21.23M,4.56%,71220,1.22M
587,DCFC,Tritium DCFC Limited,20.96M,-6.02%,1029377,184.54M
588,IPDN,"Professional Diversity Network, Inc.",20.84M,-4.35%,8197,7.76M
589,PIXY,"ShiftPixy, Inc.",20.13M,-5.63%,4142,15.64M
590,RVSN,Rail Vision Ltd.,19.06M,19.79%,26997515,142.00K
591,SIF,"SIFCO Industries, Inc.",18.74M,-1.63%,108,86.78M
592,LIQT,"LiqTech International, Inc.",17.81M,-0.32%,464,18.09M
593,SIDU,"Sidus Space, Inc.",17.31M,-2.66%,111149,6.95M
594,OPTT,"Ocean Power Technologies, Inc.",17.16M,-2.33%,182204,3.88M
595,LASE,Laser Photonics Corporation,15.85M,-10.42%,108975,4.61M
596,OP,OceanPal Inc.,15.65M,1.43%,9369,18.87M
597,GVH,Globavend Holdings Limited,14.85M,-6.59%,4049,18.59M
598,CVR,Chicago Rivet & Machine Co.,14.76M,-1.18%,814,31.58M
599,TOMZ,"TOMI Environmental Solutions, Inc.",14.55M,0.75%,5577,8.64M
600,JAN,JanOne Inc.,14.03M,-,45748,11.16M
601,AIRI,Air Industries Group,13.56M,1.22%,1606,51.94M
602,ASTC,Astrotech Corporation,13.04M,-2.17%,1774,1.99M
603,ASTR,"Astra Space, Inc.",13.03M,-2.94%,260828,963.00K
604,GRNQ,Greenpro Capital Corp.,12.80M,3.64%,5103,3.29M
605,IVDA,"Iveda Solutions, Inc.",12.77M,-4.68%,29485,7.59M
606,SHPW,"Shapeways Holdings, Inc.",12.76M,-2.56%,1557,33.72M
607,IDEX,"Ideanomics, Inc.",12.69M,0.94%,122751,36.48M
608,KITT,"Nauticus Robotics, Inc.",12.16M,-0.95%,355006,8.77M
609,ROMA,Roma Green Finance Limited,11.86M,3.74%,41185,1.74M
610,CHNR,"China Natural Resources, Inc.",11.79M,1.67%,13230,2.91M
611,VRME,"VerifyMe, Inc.",11.70M,0.59%,2710,26.30M
612,YGMZ,MingZhu Logistics Holdings Limited,11.37M,-3.98%,135540,109.83M
613,DPRO,Draganfly Inc.,10.99M,-0.60%,235930,5.15M
614,CLWT,Euro Tech Holdings Company Limited,10.89M,1.42%,2910,16.18M
615,MWG,Multi Ways Holdings Ltd,10.87M,6.67%,9700,32.64M
616,WLGS,"WANG & LEE GROUP, Inc.",10.59M,2.55%,13174,4.36M
617,ARTW,"Art's-Way Manufacturing Co., Inc.",9.62M,1.05%,233,30.28M
618,HIHO,Highway Holdings Limited,9.23M,-,95,-
619,AWX,Avalon Holdings Corporation,9.18M,-3.18%,438,84.54M
620,ENG,ENGlobal Corporation,8.97M,-1.31%,2499,40.79M
621,ILAG,Intelligent Living Application Group Inc.,8.88M,6.43%,3387,6.75M
622,GWAV,"Greenwave Technology Solutions, Inc.",8.27M,0.08%,137322,32.65M
623,PRZO,ParaZero Technologies Ltd.,8.23M,-1.54%,55203,560.12K
624,EFSH,1847 Holdings LLC,8.22M,-8.00%,172062,63.06M
625,RAYA,Erayak Power Solution Group Inc.,7.95M,11.13%,16052,24.88M
626,MNTS,Momentus Inc.,7.48M,-3.36%,208518,2.19M
627,DGLY,"Digital Ally, Inc.",7.12M,2.13%,2441,31.19M
628,POLA,"Polar Power, Inc.",7.07M,-5.89%,15705,18.05M
629,ESGL,ESGL Holdings Ltd,7.01M,-1.38%,3289,8.39M
630,KIQ,Kelso Technologies Inc.,6.86M,-1.95%,53573,10.14M
631,VIEW,"View, Inc.",6.22M,-7.34%,32959,128.84M
632,KWE,KWESST Micro Systems Inc.,6.22M,-1.26%,1731,786.61K
633,GPAK,Gamer Pakistan Inc.,6.14M,-1.11%,26191,-
634,AEHL,Antelope Enterprise Holdings Limited,5.53M,-2.06%,73370,63.62M
635,BURU,"Nuburu, Inc.",5.41M,-0.48%,23579,2.15M
636,SGBX,Safe & Green Holdings Corp,5.17M,-7.19%,1401585,18.67M
637,SGLY,Singularity Future Technology Ltd.,4.94M,1.03%,3431,3.68M
638,CEAD,CEA Industries Inc.,4.60M,-2.11%,2373,8.12M
639,AGFY,Agrify Corporation,4.41M,-1.16%,133709,19.90M
640,ATXG,Addentax Group Corp.,4.38M,4.17%,2529,5.15M
641,CISS,C3is Inc.,3.74M,0.33%,278222,-
642,JCSE,JE Cleantech Holdings Limited,3.70M,11.36%,9250,14.89M
643,BKYI,"BIO-key International, Inc.",3.58M,1.49%,269,8.59M
644,UUU,"Universal Security Instruments, Inc.",3.47M,0.33%,3288,21.00M
645,SMX,SMX (Security Matters) PLC,3.36M,-11.04%,1288000,-
646,TBLT,"ToughBuilt Industries, Inc.",2.90M,-1.34%,42589,89.62M
647,STAF,"Staffing 360 Solutions, Inc.",2.59M,9.71%,13867,258.50M
648,RCRT,"Recruiter.com Group, Inc.",2.58M,2.84%,3435,9.94M
649,NXU,"Nxu, Inc.",2.56M,-4.01%,321787,-
650,LGMK,"LogicMark, Inc.",2.39M,-0.18%,7311,9.65M
651,SPCB,SuperCom Ltd.,1.13M,1.71%,154630,25.51M
652,AULT,"Ault Alliance, Inc.",1.11M,5.53%,9926647,160.92M
